Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Capnocytophaga endodontalis	0	0	401	637	2583	4010	46	13	44	50	43	21	0	0	951	803	400	546	0	0	198	255	0	0	0	0	161	42	0	0	0	0	311	90	465	172	1879	704	2845	1165	31	15	0	0	21	23	23	27	20	23	11	10	0	0	0	0	488	463	364	439	243	157	239	307	0	0	0	0	148	50	147	108	0	0	0	0	0	0	0	0	147	14	32	10
Capnocytophaga gingivalis	0	0	130	193	3485	4843	44	0	47	69	121	76	0	0	832	614	493	576	0	0	196	215	19	0	0	0	48	13	0	0	0	0	104	26	140	53	2573	912	3511	1332	39	0	0	0	23	24	38	31	75	46	35	41	0	0	0	0	487	345	292	322	279	214	248	328	0	0	0	0	162	34	146	69	15	0	0	0	0	0	0	0	40	0	0	0
Capnocytophaga granulosa	0	0	371	562	9624	12391	15	0	0	0	17	10	0	0	159	148	152	177	0	0	49	53	0	0	0	0	11	10	0	0	0	0	298	73	394	168	7175	2449	8803	3588	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	91	68	64	84	99	53	88	89	0	0	0	0	41	0	38	15	0	0	0	0	0	0	0	0	11	0	0	0
Capnocytophaga leadbetteri	10	0	176	273	2343	3251	50	15	62	77	79	55	0	0	868	712	198	266	0	0	90	108	0	0	21	0	34	10	10	0	0	0	146	30	208	65	1815	528	2447	804	43	0	12	0	43	19	30	47	50	29	22	33	0	0	0	0	466	402	314	398	111	87	144	122	0	0	0	0	65	25	74	34	0	0	0	0	13	0	0	0	28	0	0	0
Capnocytophaga ochracea	0	0	2137	3723	5201	7862	96	46	89	129	30	19	30	22	1080	926	453	638	0	0	599	879	0	0	55	41	63	17	0	0	0	0	1695	442	2647	1076	3877	1324	5596	2266	59	37	18	28	52	37	50	79	20	10	0	11	21	0	11	11	506	574	370	556	246	207	265	373	0	0	0	0	409	190	514	365	0	0	0	0	29	26	13	28	45	18	11	0
Capnocytophaga sp000192225	0	0	134	226	346	663	17	10	0	11	16	13	0	0	110	108	48	70	0	0	50	61	0	0	0	0	0	0	0	0	0	0	108	26	169	57	275	71	487	176	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	53	57	57	51	27	21	29	41	0	0	0	0	38	12	41	20	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sp000466425	0	0	45	73	1520	1918	0	0	12	0	18	0	0	0	123	110	99	119	0	0	39	34	0	0	0	0	0	0	0	0	0	0	38	0	51	22	1118	402	1394	524	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	66	57	51	59	62	37	55	64	0	0	0	0	28	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sp002999135	0	0	54	68	408	621	15	0	73	85	98	74	11	0	1489	1233	291	371	0	0	85	89	0	0	0	0	0	0	0	0	0	0	43	11	48	20	313	95	465	156	0	11	0	0	25	48	35	50	50	48	18	56	11	0	0	0	812	677	522	711	183	108	162	209	0	0	0	0	64	21	56	33	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sp905372595	0	0	0	16	667	969	0	0	0	0	24	22	0	0	146	132	51	83	0	0	39	34	0	0	0	0	0	0	0	0	0	0	0	0	10	0	502	165	692	277	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	74	72	51	81	35	16	50	33	0	0	0	0	34	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sputigena	0	0	268	439	3520	5172	53	10	45	84	91	55	0	0	1970	1591	735	1026	0	0	298	405	0	0	12	0	87	23	0	0	0	0	209	59	314	125	2546	974	3692	1480	44	0	0	0	21	24	36	48	51	40	21	34	0	0	0	0	1021	949	672	919	417	318	461	565	0	0	0	0	229	69	251	154	0	0	0	0	10	0	0	0	76	11	13	10
Cardiobacterium hominis	0	0	273	174	8973	5064	30	0	46	25	45	11	0	0	426	111	132	73	12	0	58	40	0	0	22	0	44	0	0	0	0	0	225	48	124	50	7025	1948	3437	1627	15	15	0	0	21	25	12	13	28	17	0	0	0	0	0	0	230	196	31	80	82	50	39	34	0	0	0	0	36	22	22	18	0	0	0	0	15	0	0	0	34	10	0	0
Cardiobacterium valvarum	0	0	1958	1140	27412	15932	293	34	728	419	341	110	93	26	4791	1109	1758	769	0	0	1041	553	10	0	150	41	38	0	0	0	0	0	1640	318	817	323	22208	5204	11336	4596	125	168	0	26	428	300	204	215	239	102	44	66	79	14	0	18	2766	2025	476	633	1143	615	353	416	0	0	0	0	786	255	325	228	10	0	0	0	75	75	10	31	29	0	0	0
Catonella massiliensis	0	0	199	387	153	311	0	0	12	35	0	0	0	0	27	15	32	27	0	0	30	37	0	0	35	24	0	0	0	0	0	0	171	28	307	80	122	31	238	73	0	0	0	0	0	0	21	14	0	0	0	0	0	0	0	0	18	0	0	0	25	0	14	13	0	0	0	0	29	0	21	16	0	0	0	0	20	15	15	0	0	0	0	0
Catonella morbi	0	0	2444	4597	4955	8113	34	10	74	103	0	0	28	19	243	205	160	201	0	0	65	99	0	0	48	25	14	0	0	0	0	0	1925	519	3388	1209	3738	1217	5875	2238	11	23	0	0	43	31	59	44	0	0	0	0	25	0	14	0	147	96	100	105	104	56	97	104	0	0	0	0	52	13	78	21	0	0	0	0	32	16	16	0	12	0	0	0
Cellulomonas hominis	0	0	0	0	14	10	100	10	12	0	50553	9754	80	0	0	0	17	0	19	0	25	11	36	0	18	0	24	0	0	0	0	0	0	0	0	0	10	0	0	0	85	15	0	0	0	0	0	0	46111	4442	6307	3447	46	34	0	0	0	0	0	0	0	0	0	0	13	0	0	0	18	0	0	0	30	0	0	0	11	0	0	0	18	0	0	0
Cellulomonas sp003696205	0	0	0	0	0	0	0	0	0	0	1074	265	59	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	139	154	111	44	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp008033115	0	0	0	0	0	0	0	0	0	0	907	248	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	86	158	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp014763765	0	0	0	0	0	0	10	0	0	0	6474	1511	23	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5731	743	895	616	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda infelix	0	0	1400	853	987	695	15	0	10	0	0	0	0	0	23	0	20	14	0	0	29	24	0	0	0	0	0	0	0	0	0	0	1161	239	605	248	808	179	495	200	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	12	0	0	0	0	0	0	0	22	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda massiliensis	0	0	1051	622	847	517	0	0	0	0	0	0	0	0	10	0	16	12	0	0	39	21	0	0	0	0	13	0	0	0	0	0	881	170	439	183	664	183	351	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	17	0	0	0	0	0	0	0	0	0	11	0	0	0
Centipeda noxia	0	0	2603	1830	3284	2472	49	0	22	16	0	0	10	0	42	13	71	38	0	0	185	114	0	0	70	29	112	12	0	0	0	0	2106	497	1207	623	2492	792	1655	817	32	17	0	0	13	0	11	0	0	0	0	0	10	0	0	0	28	14	0	0	36	35	18	20	0	0	0	0	137	48	61	53	0	0	0	0	40	30	11	18	88	24	0	0
Centipeda periodontii	0	0	2399	1564	1312	894	0	0	0	0	0	0	0	0	15	0	17	13	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2010	389	1116	448	1081	231	641	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp000286455	0	0	457	306	301	183	0	0	0	0	0	0	0	0	0	0	17	0	0	0	15	10	0	0	0	0	17	0	0	0	0	0	379	78	221	85	240	61	126	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
Centipeda sp000318175	0	0	426	225	256	187	0	0	0	0	0	0	0	0	11	0	13	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	336	90	140	85	203	53	131	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp000468035	0	0	2086	1485	5556	3721	31	0	12	0	0	0	0	0	40	12	77	42	0	0	62	40	0	0	15	10	0	0	0	0	0	0	1684	402	1004	481	4388	1168	2590	1131	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	17	0	0	57	20	17	25	0	0	0	0	51	11	24	16	0	0	0	0	12	0	0	0	0	0	0	0
Centipeda sp001683335	0	0	1147	694	401	269	11	0	15	0	0	0	0	0	11	0	18	0	0	0	23	18	0	0	0	0	0	0	0	0	0	0	960	187	474	220	317	84	187	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp001717585	0	0	3485	2266	939	660	15	0	0	0	0	0	0	0	16	0	18	15	0	0	28	24	0	0	0	0	0	0	0	0	0	0	2862	623	1554	712	759	180	438	222	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	14	0	0	0	0	0	0	0	22	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp905372865	0	0	633	420	2181	1329	23	0	10	0	0	0	0	0	18	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	521	112	290	130	1748	433	923	406	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium sp016866305	0	0	0	0	263	254	0	0	0	0	0	0	0	0	28	12	132	62	0	0	454	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	30	216	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	103	29	37	25	0	0	0	0	392	62	211	75	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium caeni	0	0	0	0	0	0	24	124	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	789	414	59	53	0	0	0	0	0	0	0	0	0	0	0	0	16	0	83	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	164	228	186	47	12	35	18
Cloacibacterium normanense	0	0	0	0	0	0	20	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	366	33	44	0	0	0	0	0	0	0	0	0	0	0	0	18	0	54	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	133	221	145	23	10	32	12
Cloacibacterium sp002422665	0	0	0	0	0	0	17	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	560	27	26	0	0	0	0	0	0	0	0	0	0	0	0	10	0	48	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	230	316	244	17	10	18	0
Clostridium A leptum	0	0	0	0	0	0	555	59	14	0	529	134	67	0	58	0	32	13	167	0	0	0	262	21	110	24	122	12	0	0	0	0	0	0	0	0	0	0	0	0	452	103	41	18	12	0	0	0	483	46	94	40	60	0	0	0	48	10	0	0	30	0	0	0	156	11	0	0	0	0	0	0	228	34	12	0	79	31	10	14	92	30	0	0
Cohnella sp019091135	0	0	0	0	0	0	34	0	0	0	35	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	337	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	32	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	166	227	110
Comamonas antarcticus	0	0	0	0	0	0	11	0	0	0	37	13	0	0	19	0	0	0	0	0	2266	784	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	33	0	10	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2179	87	611	173	11	0	0	0	0	0	0	0	0	0	0	0
Comamonas jiangduensis	14	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1500	288	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	363	127	161	0	0	0	0
Comamonas sp002472915	0	0	0	0	10	0	18	0	0	0	18	0	0	0	25	10	17	0	0	0	788	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	763	25	244	42	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium accolens	21	0	0	0	0	0	2280	306	52	17	582	128	10	0	119	0	71	18	32	0	12	0	906	46	131	15	371	41	15	0	0	0	0	0	0	0	0	0	0	0	2013	267	231	75	49	0	12	0	531	51	87	41	10	0	0	0	111	0	0	0	63	0	14	0	27	0	0	0	12	0	0	0	879	27	29	17	114	17	11	0	310	61	27	14
Corynebacterium afermentans	56	20	0	0	0	0	565	22	0	0	86	25	44	0	68	0	16	0	219	0	0	0	184	10	52	0	858	108	42	14	11	0	0	0	0	0	0	0	0	0	477	88	18	0	0	0	0	0	71	15	16	0	33	11	0	0	60	0	0	0	14	0	0	0	190	29	0	0	0	0	0	0	175	0	0	0	45	0	0	0	673	185	53	55
Corynebacterium appendicis	49	11	0	0	0	0	347	0	0	0	42	12	16	0	18	0	0	0	306	14	0	0	270	21	31	13	265	29	42	0	0	0	0	0	0	0	0	0	0	0	269	78	0	0	0	0	0	0	37	0	0	0	16	0	0	0	14	0	0	0	0	0	0	0	266	40	0	0	0	0	0	0	215	55	11	10	27	0	0	0	224	41	13	16
Corynebacterium aurimucosum	34	0	0	0	0	0	841	51	12	0	208	55	35	0	215	11	37	10	73	0	10	0	91	0	65	11	684	95	21	13	0	0	0	0	0	0	0	0	0	0	711	130	34	17	11	0	0	0	191	17	33	22	34	0	0	0	204	11	0	0	33	0	0	0	71	0	0	0	0	0	0	0	85	0	0	0	51	14	0	0	544	140	55	40
Corynebacterium durum	21	11	0	0	400	310	341	41	737	280	155	40	15	0	1493	458	5224	1451	21	0	4294	1585	56	0	35	0	411	76	16	0	0	0	0	0	0	0	298	102	202	108	299	42	29	12	530	207	175	105	122	33	23	17	12	0	0	0	890	603	192	266	3910	1314	810	641	15	0	0	0	3903	391	1174	411	52	0	0	0	26	0	0	0	261	150	39	37
Corynebacterium genitalium	16	0	0	0	0	0	59	0	0	0	61	14	33	0	85	0	34	0	32	0	30	0	43	0	39	0	1323	150	10	0	0	0	0	0	0	0	0	0	0	0	42	17	0	0	0	0	0	0	53	0	10	0	27	0	0	0	79	0	0	0	29	0	0	0	31	0	0	0	27	0	0	0	38	0	0	0	26	13	0	0	982	341	87	63
Corynebacterium gottingense	15	0	0	0	0	0	411	18	0	0	68	15	33	0	144	0	22	0	83	0	83	28	150	0	81	15	2496	185	11	0	0	0	0	0	0	0	0	0	0	0	339	72	13	0	0	0	0	0	52	16	0	0	21	12	0	0	131	13	0	0	16	0	0	0	67	16	0	0	77	0	23	0	136	14	0	0	48	33	0	0	1891	605	100	85
Corynebacterium haemomassiliense	22	0	0	0	0	0	474	37	0	0	223	34	17	0	93	0	23	0	174	0	19	0	215	17	75	11	2118	211	17	0	0	0	0	0	0	0	0	0	0	0	381	93	26	11	0	0	0	0	204	19	27	0	16	0	0	0	85	0	0	0	20	0	0	0	164	10	0	0	16	0	0	0	200	15	0	0	68	0	0	0	1634	484	101	110
Corynebacterium jeikeium	0	0	0	0	0	0	21	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	10	0	0	0	1339	112	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1021	318	59	53
Corynebacterium kefirresidentii	21	0	0	0	0	0	2777	292	90	55	2069	493	77	10	343	14	220	41	596	26	55	23	964	50	213	51	5100	459	13	0	0	0	0	0	0	0	0	0	0	0	2437	340	206	86	79	11	46	0	1928	141	368	125	72	0	0	0	318	25	0	0	209	11	29	12	551	45	18	0	49	0	21	0	931	33	29	21	163	50	24	27	4100	1000	280	179
Corynebacterium kroppenstedtii	12	0	0	0	0	0	800	66	0	0	139	35	58	10	477	31	693	202	219	0	0	0	178	16	188	53	1136	177	11	0	0	0	0	0	0	0	0	0	0	0	709	91	49	17	0	0	0	0	132	0	25	10	51	0	0	0	442	35	18	13	591	102	127	75	200	19	0	0	0	0	0	0	159	19	0	11	144	44	33	20	932	204	107	70
Corynebacterium lipophilum	41	0	0	0	0	0	259	11	0	0	34	14	23	0	37	0	11	0	142	0	11	0	125	0	29	0	854	86	29	12	0	0	0	0	0	0	0	0	0	0	216	43	0	0	0	0	0	0	30	0	0	0	18	0	0	0	35	0	0	0	0	0	0	0	129	13	0	0	10	0	0	0	114	11	0	0	22	0	0	0	644	210	45	41
Corynebacterium matruchotii	13	0	4126	2783	28725	22056	486	24	283	213	215	33	0	0	8633	3051	996	667	63	0	460	357	81	0	94	19	887	119	0	10	0	0	3233	893	1917	866	21721	7004	15189	6867	431	55	13	11	136	147	69	144	180	35	19	14	0	0	0	0	4644	3989	1286	1765	536	460	268	399	62	0	0	0	264	196	157	200	78	0	0	0	73	21	10	0	727	160	66	53
Corynebacterium minutissimum	0	0	0	0	0	0	32	0	0	0	24	0	10	0	14	0	0	0	39	0	0	0	82	0	22	0	998	83	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	76	0	0	0	16	0	0	0	805	193	51	32
Corynebacterium singulare	25	0	0	0	0	0	70	0	0	0	18	0	0	0	39	0	11	0	111	0	37	10	153	0	15	0	60745	5111	19	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	100	11	0	0	35	0	0	0	146	0	0	0	12	0	0	0	48259	12486	2822	2289
Corynebacterium sp000478175	12	0	0	0	0	0	2268	266	29	23	316	71	29	0	128	0	77	13	48	0	15	0	754	26	91	24	331	38	0	0	0	0	0	0	0	0	0	0	0	0	2032	236	201	65	23	0	19	0	287	29	50	21	27	0	0	0	123	0	0	0	70	0	10	0	45	0	0	0	15	0	0	0	716	38	21	0	66	25	13	11	281	50	18	20
Corynebacterium sp001807265	14	0	0	0	0	0	114	10	0	0	41	10	17	0	30	0	0	0	105	0	0	0	126	0	18	0	1008	100	10	0	0	0	0	0	0	0	0	0	0	0	82	32	0	0	0	0	0	0	37	0	0	0	17	0	0	0	28	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	116	10	0	0	15	0	0	0	772	236	57	43
Corynebacterium sp001812805	0	0	0	0	0	0	26	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1640	138	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1326	314	81	57
Corynebacterium sp017942225	16	0	0	0	0	0	84	0	0	0	85	0	0	0	15	0	16	0	216	16	13	0	141	0	14	0	828	79	13	0	0	0	0	0	0	0	0	0	0	0	74	10	0	0	0	0	0	0	78	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	187	29	12	0	11	0	0	0	133	0	0	0	0	0	0	0	661	167	42	37
Corynebacterium sp900539985	14	0	0	0	0	0	358	31	0	0	156	28	33	0	83	0	29	0	50	0	0	0	65	0	48	10	405	37	12	0	0	0	0	0	0	0	0	0	0	0	311	47	20	11	0	0	0	0	137	19	21	0	33	0	0	0	77	0	0	0	23	0	0	0	44	0	0	0	0	0	0	0	55	10	0	0	40	0	0	0	312	93	18	19
Corynebacterium tuberculostearicum	76	20	0	0	0	0	1186	113	36	10	553	128	161	0	383	19	96	24	258	0	55	31	262	16	146	34	2267	211	60	16	11	0	0	0	0	0	0	0	0	0	984	202	81	32	33	0	0	0	499	54	89	39	143	18	0	0	355	28	12	0	88	0	15	0	220	38	0	0	54	0	28	0	223	39	11	0	115	31	14	20	1881	386	121	90
Corynebacterium vitaeruminis	0	0	0	0	10	0	19	0	11	0	0	0	49	0	0	0	0	0	0	0	0	0	22	0	1159	273	20	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	780	379	120	153	13	0	0	0
Cupriavidus basilensis	0	0	13	0	0	0	29	0	0	0	25515	7235	0	0	19	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	22384	3131	4728	2507	0	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium avidum	0	0	0	0	20	14	735	90	42	21	279	75	58	0	112	0	105	21	121	0	40	12	339	23	92	14	1066	70	0	0	0	0	0	0	0	0	14	0	10	0	633	102	69	21	32	10	15	0	253	26	44	31	38	20	0	0	97	15	0	0	88	17	10	11	112	0	0	0	30	10	0	0	312	27	19	0	68	24	0	0	859	207	40	30
Cutibacterium granulosum	44	17	0	0	10	0	11641	946	249	90	3884	687	485	28	1014	59	666	186	1855	57	237	76	2560	126	634	110	1861	185	32	12	0	12	0	0	0	0	0	0	0	0	10212	1429	679	267	226	23	65	25	3589	295	495	192	464	21	18	10	917	97	32	27	553	113	109	77	1730	125	37	20	219	18	60	16	2399	161	87	39	475	159	59	51	1480	381	107	78
Cutibacterium modestum	15	0	10	0	18	0	1933	313	38	14	684	169	73	13	633	38	374	103	606	32	32	0	1189	88	449	90	502	53	0	0	0	0	0	0	0	0	10	0	0	0	1657	276	204	109	30	0	11	0	624	60	127	42	67	0	10	0	588	45	28	10	323	51	67	36	558	48	19	13	28	0	0	0	1082	107	53	35	342	107	48	42	380	122	29	24
Cutibacterium namnetense	36	0	0	0	0	10	2381	311	70	34	1568	410	208	12	1080	66	574	163	3663	214	108	46	8687	429	986	163	1829	179	28	0	0	0	0	0	0	0	0	0	0	0	2023	358	218	93	60	10	21	13	1395	173	265	145	205	0	10	0	981	99	41	25	480	94	103	60	3147	516	137	77	102	0	35	11	8032	655	272	157	778	208	83	80	1448	381	95	84
Cutibacterium porci	0	0	0	0	0	0	463	57	22	0	123	23	39	0	103	16	76	15	142	0	15	12	286	21	93	27	103	13	0	0	0	0	0	0	0	0	0	0	0	0	361	102	38	19	20	0	0	0	110	13	19	0	33	0	0	0	98	0	11	0	64	12	0	0	126	16	0	0	14	0	11	0	272	14	12	0	68	25	13	14	80	23	10	0
DP-20 sp005879255	0	0	0	0	0	0	42	0	0	0	72	25	224	27	0	0	0	0	825	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	61	11	17	0	212	12	24	0	0	0	0	0	0	0	0	0	770	55	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
