Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Johnsonella sp900766185	0	0	1992	4845	13996	27807	327	90	797	1347	65	44	30	35	1143	820	2101	1951	0	0	2223	2743	0	0	50	42	67	21	0	0	0	0	1712	280	3891	954	11316	2680	21755	6052	220	107	56	34	487	310	793	554	33	32	20	24	21	0	20	15	819	324	485	335	1650	451	1283	668	0	0	0	0	1960	263	2143	600	0	0	0	0	37	13	29	13	58	0	13	0
Johnsonella sp905373785	0	0	744	1605	5632	10728	240	68	409	556	30	24	0	0	682	425	1678	1649	0	0	1016	1284	0	0	27	23	0	0	0	0	0	0	626	118	1296	309	4633	999	8446	2282	166	74	45	23	250	159	311	245	18	12	13	11	0	0	0	0	526	156	228	197	1339	339	1051	598	0	0	0	0	896	120	1011	273	0	0	0	0	24	0	14	0	0	0	0	0
Kaistella haifensis	0	0	0	0	0	0	65	21	0	0	20	0	0	0	29	0	1579	889	15	0	0	0	37	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	25	0	0	0	1432	147	707	182	15	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	21	0	0	0
Kingella A denitrificans	0	0	19	17	592	392	37	0	76	49	31	0	0	0	1300	391	172	83	0	0	113	50	0	0	12	0	17	0	0	0	0	0	14	0	12	0	465	127	259	133	21	16	0	0	32	44	20	29	17	14	0	0	0	0	0	0	674	626	158	233	106	66	45	38	0	0	0	0	89	24	26	24	0	0	0	0	10	0	0	0	0	11	0	0
Kinneretia sp013824165	0	0	0	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0	0	0	0	0	0	999	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	270	81	118	0	0	0	0
Klebsiella grimontii	0	0	0	0	0	0	55	0	0	0	12	0	0	0	1957	147	17	0	0	0	2959	1463	44	0	32	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1832	125	112	35	16	0	0	0	0	0	0	0	2879	80	1219	244	43	0	0	0	27	0	0	0	15	0	0	0
Kocuria palustris	68	10	0	0	0	0	3771	126	45	0	2320	412	53	0	158	11	854	194	93	0	37	13	322	18	117	32	895	96	43	25	0	0	0	0	0	0	0	0	0	0	3330	441	79	47	35	10	0	0	2087	233	260	152	41	12	0	0	140	18	0	0	696	158	105	89	86	0	0	0	35	0	11	0	300	22	0	12	85	32	15	17	666	229	50	46
Kocuria rhizophila	0	0	0	0	0	0	1513	67	17	0	157	38	39	0	241	15	140	18	82	0	0	0	62	0	25	0	213	17	0	0	0	0	0	0	0	0	0	0	0	0	1370	143	44	23	14	0	0	0	132	25	24	14	33	0	0	0	218	23	11	0	126	14	14	0	81	0	0	0	0	0	0	0	37	25	0	0	19	0	0	0	161	52	11	0
Kocuria rosea	148	23	0	0	0	0	29	0	19	0	108	19	0	0	11	0	373	77	19	0	10	0	33	0	40	13	200	28	79	69	0	16	0	0	0	0	0	0	0	0	19	10	0	0	12	0	0	0	84	24	15	0	0	0	0	0	0	0	0	0	281	92	42	35	11	0	0	0	0	0	0	0	30	0	0	0	23	17	0	0	141	59	13	15
Lachnoanaerobaculum gingivalis	0	0	64	147	246	437	0	0	57	110	0	0	0	17	83	59	56	58	0	0	76	122	0	0	0	0	0	0	0	0	0	0	54	10	118	29	196	50	328	109	0	0	0	0	32	25	63	47	0	0	0	0	0	0	11	0	43	40	34	25	40	16	38	20	0	0	0	0	62	14	88	34	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum saburreum	0	0	150	365	423	841	44	14	21	69	10	0	36	31	64	69	85	91	0	0	91	120	0	0	0	0	102	28	0	0	0	0	120	30	289	76	347	76	648	193	32	12	0	0	0	12	38	31	0	0	0	0	18	18	17	14	41	23	34	35	55	30	55	36	0	0	0	0	84	0	88	32	0	0	0	0	0	0	0	0	93	0	24	0
Lachnoanaerobaculum sp000209465	0	0	344	820	5633	10075	21	11	292	542	15	12	24	18	589	538	211	278	0	0	189	293	0	0	16	11	11	0	0	0	0	0	293	51	673	147	4257	1376	7465	2610	17	0	0	0	158	134	276	266	10	0	0	11	13	11	0	0	360	229	252	286	151	60	151	127	0	0	0	0	151	38	196	97	0	0	0	0	15	0	0	0	0	0	0	0
Lacticaseibacillus paracasei	2111	832	0	0	0	0	16	0	0	0	12	0	0	0	19	0	20	15	0	0	0	0	152	0	0	0	12	0	1536	575	345	487	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	10	0	0	0
Lactococcus cremoris	0	0	0	0	0	0	353	72	0	0	12	0	16	0	528	126	60	49	21	0	11	0	92	12	36	27	42	18	0	0	0	0	0	0	0	0	0	0	0	0	322	31	66	0	0	0	0	0	10	0	0	0	16	0	0	0	498	30	98	28	54	0	32	17	21	0	0	0	0	0	0	0	80	12	0	0	27	0	0	19	40	0	0	0
Lampropedia sp003703475	0	0	16	0	295	173	0	0	24	0	74	23	0	0	255	43	130	44	0	0	43	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	214	81	109	64	0	0	0	0	16	0	0	0	45	29	11	12	0	0	0	0	184	71	21	22	84	46	24	20	0	0	0	0	40	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Lautropia dentalis	31	0	40	17	1077	479	64	0	53	32	160	41	0	0	2244	457	391	127	0	0	616	271	0	0	14	0	174	19	17	14	0	0	27	13	0	10	832	245	322	157	56	0	0	0	25	28	11	21	134	26	22	19	0	0	0	0	1215	1029	191	266	209	182	56	71	0	0	0	0	404	212	127	144	0	0	0	0	11	0	0	0	128	46	11	0
Lautropia mirabilis	14	0	2480	971	70776	29834	428	54	1746	956	900	293	22	0	62093	12140	10226	4041	50	0	21055	9532	69	11	83	22	167	13	10	0	0	0	1943	537	644	327	56703	14073	20490	9344	241	187	21	33	921	825	384	572	450	450	80	213	22	0	0	0	35112	26981	5049	7091	6104	4122	1778	2263	34	16	0	0	14533	6522	5029	4503	60	0	0	0	56	27	12	10	125	42	0	0
Lawsonella clevelandensis	37	10	0	0	0	0	22226	5184	248	160	5820	1777	339	47	3504	183	816	231	4970	435	145	94	11748	704	1870	485	2641	416	33	0	0	0	0	0	0	0	0	0	0	0	18124	4102	3475	1709	225	23	117	43	5172	648	1274	503	326	13	31	16	3334	170	131	52	728	88	157	74	4458	512	293	142	140	0	75	19	10971	777	461	243	1438	432	257	228	1962	679	218	198
Lawsonella sp018376445	0	0	0	0	0	0	283	11	0	0	82	14	26	0	17	0	21	0	0	0	0	0	0	0	44	0	3974	346	0	0	0	0	0	0	0	0	0	0	0	0	230	53	0	0	0	0	0	0	75	0	12	0	15	11	0	0	15	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	0	0	3086	888	179	167
Lelliottia amnigena	13684	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	9639	4045	1419	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Lelliottia nimipressuralis	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1947	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888	59	819	141	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia A sp000469505	0	0	22	67	517	1170	0	0	41	70	0	0	0	0	847	975	156	269	0	0	92	184	0	0	11	0	71	29	0	0	0	0	12	10	44	23	416	101	870	300	0	0	0	0	21	20	39	31	0	0	0	0	0	0	0	0	505	342	503	472	94	62	141	128	0	0	0	0	68	24	120	64	0	0	0	0	0	0	0	0	69	0	24	0
Leptotrichia A sp001274535	0	0	57	188	5942	12227	27	14	110	256	33	39	17	24	6043	6562	888	1370	0	0	461	1151	0	0	12	0	48	12	0	0	0	0	42	15	136	52	4486	1456	9067	3160	12	15	0	0	45	65	99	157	20	13	10	29	14	0	0	17	3417	2626	3064	3498	565	323	697	673	0	0	0	0	336	125	676	475	0	0	0	0	0	0	0	0	44	0	0	0
Leptotrichia A sp905371725	0	0	25	62	2304	4632	28	0	42	85	10	10	0	0	1484	1595	285	440	0	0	129	279	0	0	0	0	28	11	0	0	0	0	18	0	47	15	1781	523	3473	1159	25	0	0	0	20	22	44	41	0	0	0	0	0	0	0	0	867	617	796	799	179	106	224	216	0	0	0	0	90	39	172	107	0	0	0	0	0	0	0	0	26	0	0	0
Leptotrichia buccalis	0	0	1426	3247	1221	2513	0	0	0	12	0	0	11	0	149	175	66	103	0	0	87	127	0	0	13	0	12	0	0	0	0	0	973	453	2178	1069	823	398	1772	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	67	79	96	44	22	50	53	0	0	0	0	66	21	67	60	0	0	0	0	12	0	0	0	0	0	0	0
Leptotrichia hofstadii	0	0	115	202	279	513	0	0	0	0	0	0	0	0	146	206	20	48	0	0	18	46	0	0	0	0	15	10	0	0	0	0	79	36	124	78	195	84	365	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	66	105	101	16	0	24	24	0	0	0	0	14	0	26	20	0	0	0	0	0	0	0	0	14	0	0	0
Leptotrichia massiliensis	0	0	114	280	964	1919	10	0	27	43	0	0	0	0	471	618	40	92	0	0	31	71	0	0	0	0	26	16	0	0	0	0	71	43	184	96	689	275	1395	524	0	0	0	0	16	11	25	18	0	0	0	0	0	0	0	0	264	207	284	334	28	12	46	46	0	0	0	0	21	10	39	32	0	0	0	0	0	0	0	0	20	0	13	0
Leptotrichia sp013394795	0	0	192	404	153	305	0	0	0	0	0	0	0	0	110	100	15	30	0	0	29	37	0	0	0	0	0	0	0	0	0	0	140	52	270	134	104	49	223	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	42	43	57	0	0	13	17	0	0	0	0	18	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia trevisanii	0	0	217	526	215	420	29	0	0	0	0	0	0	0	110	126	15	40	0	0	14	35	0	0	0	0	11	0	0	0	0	0	162	55	373	153	155	60	297	123	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	49	57	69	0	0	16	24	0	0	0	0	14	0	25	10	0	0	0	0	0	0	0	0	11	0	0	0
Leuconostoc mesenteroides	864	291	0	0	0	0	26	0	0	0	29	10	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	718	146	143	148	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	27	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc pseudomesenteroides	3279	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2558	721	652	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus acidipiscis	4284	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3429	855	670	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans sp009923505	0	0	0	0	11	0	0	0	0	0	1224	339	0	0	16	0	19	14	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	103	249	90	0	0	0	0	0	10	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Lysobacter B sp002798295	0	0	50	31	63	51	28	0	33	21	139	52	0	0	413	61	202	64	0	0	29	22	0	0	0	0	0	0	0	0	0	0	45	0	27	0	46	17	37	14	28	0	0	0	25	0	13	0	79	60	32	20	0	0	0	0	314	99	31	30	151	51	37	27	0	0	0	0	21	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Malikia spinosa	0	0	0	0	0	0	0	0	0	0	21	10	0	0	38	0	11	0	0	0	0	0	0	0	1717	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	527	141	174	0	0	0	0
Massilia alkalitolerans	0	0	0	0	0	0	145	19	0	0	17	0	38	0	15	0	15	0	0	0	0	0	21	0	925	142	21	0	0	0	0	0	0	0	0	0	0	0	0	0	131	14	10	0	0	0	0	0	14	0	0	0	33	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	675	250	66	76	18	0	0	0
Mesocricetibacter sp905373425	0	0	51	48	2334	3017	708	131	899	989	2410	1414	0	0	17350	10239	4061	3659	0	0	1176	1128	0	0	0	0	0	0	0	0	0	0	42	0	33	15	1810	524	2222	795	478	230	69	62	478	421	472	517	1212	1198	536	878	0	0	0	0	10236	7114	4748	5491	2695	1366	1755	1904	0	0	0	0	921	255	692	436	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter A gottschalkii	0	0	64	244	22	95	32	29	19	54	0	0	2446	1821	24	25	107	167	0	0	236	403	0	0	95	115	0	0	0	0	0	0	58	0	202	42	19	0	80	15	27	0	21	0	13	0	35	19	0	0	0	0	2246	200	1400	421	17	0	19	0	80	27	96	71	0	0	0	0	217	19	332	71	0	0	0	0	73	22	81	34	0	0	0	0
Methanobrevibacter A millerae	0	0	26	96	0	24	14	14	14	20	0	0	8818	5247	46	31	67	92	0	0	166	220	0	0	72	39	0	0	0	0	0	0	21	0	78	18	0	0	16	0	0	11	11	0	13	0	10	10	0	0	0	0	8312	506	4126	1121	35	11	21	10	51	16	57	35	0	0	0	0	155	11	173	47	0	0	0	0	65	0	22	17	0	0	0	0
Methanobrevibacter A oralis	0	0	215	1033	272	944	1474	598	767	1399	140	75	24110	17352	332	360	4126	5967	0	0	6566	10309	0	0	3291	2827	13	11	0	0	0	0	189	26	855	178	229	43	802	142	1047	427	390	208	467	300	863	536	105	35	38	37	22228	1882	13833	3519	225	107	216	144	3082	1044	3542	2425	0	0	0	0	6002	564	8425	1884	0	0	0	0	2576	715	1728	1099	0	0	0	0
Methanobrevibacter A smithii	0	0	18	28	0	18	0	0	0	18	0	0	1583	1569	23	21	40	54	0	0	61	99	0	0	39	25	0	0	0	0	0	0	15	0	23	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	1419	164	1227	342	19	0	11	10	29	11	30	24	0	0	0	0	56	0	75	24	0	0	0	0	29	10	14	11	0	0	0	0
Methanobrevibacter A sp017434555	0	0	0	55	0	19	0	0	0	10	0	0	1730	1077	0	0	0	46	0	0	26	52	0	0	0	20	0	0	0	0	0	0	0	0	45	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	127	894	183	0	0	0	0	0	0	29	17	0	0	0	0	25	0	40	12	0	0	0	0	0	0	16	0	0	0	0	0
Methanobrevibacter A sp017468685	0	0	34	101	19	32	0	0	0	0	0	0	1223	1168	0	0	20	27	0	0	14	19	0	0	0	10	0	0	0	0	0	0	32	0	83	18	17	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	207	881	287	0	0	0	0	14	0	19	0	0	0	0	0	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter A sp900317865	0	0	0	29	0	0	0	0	0	0	0	0	550	542	15	0	15	23	0	0	24	47	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	71	409	133	12	0	0	0	10	0	12	11	0	0	0	0	22	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter A sp900319535	0	0	14	59	0	0	0	0	10	0	0	0	515	576	0	0	39	72	0	0	61	103	0	0	29	20	0	0	0	0	0	0	11	0	46	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	52	436	140	0	0	0	0	29	10	42	30	0	0	0	0	55	0	85	18	0	0	0	0	24	0	0	11	0	0	0	0
Methanobrevibacter A sp900766745	0	0	0	14	0	0	11	0	0	0	0	0	1057	690	12	16	14	27	0	0	26	42	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	963	94	554	136	10	0	0	0	12	0	19	0	0	0	0	0	22	0	32	10	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter A sp902764455	0	0	24	38	12	22	25	0	0	0	0	0	1241	967	14	0	24	32	0	0	43	79	0	0	51	31	0	0	0	0	0	0	22	0	29	0	11	0	19	0	23	0	0	0	0	0	0	0	0	0	0	0	1141	100	719	248	10	0	0	0	14	10	24	0	0	0	0	0	41	0	64	15	0	0	0	0	37	14	18	13	0	0	0	0
Methanobrevibacter A sp902783085	0	0	0	41	0	28	24	0	0	14	0	0	636	584	10	0	23	34	0	0	43	83	0	0	27	20	0	0	0	0	0	0	0	0	33	0	0	0	22	0	21	0	0	0	0	0	0	0	0	0	0	0	515	121	461	123	0	0	0	0	17	0	20	14	0	0	0	0	39	0	57	26	0	0	0	0	23	0	0	12	0	0	0	0
Methanobrevibacter A sp902785855	0	0	23	97	18	22	25	0	0	16	0	0	646	503	11	11	32	51	0	0	59	117	0	0	29	26	0	0	0	0	0	0	20	0	85	12	15	0	20	0	23	0	0	0	0	0	14	0	0	0	0	0	572	74	381	122	0	0	0	0	22	10	28	23	0	0	0	0	50	0	92	25	0	0	0	0	23	0	10	16	0	0	0	0
Methanobrevibacter A woesei	0	0	0	12	0	0	14	0	0	0	0	0	3034	1672	45	26	48	50	0	0	80	113	0	0	16	17	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2712	322	1317	355	32	13	14	12	33	15	27	23	0	0	0	0	69	11	89	24	0	0	0	0	13	0	0	0	0	0	0	0
Methanobrevibacter B sp905235195	0	0	0	0	0	0	15	0	0	0	0	0	671	657	0	0	0	15	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	573	98	489	168	0	0	0	0	0	0	10	0	0	0	0	0	13	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter C cuticularis	0	0	0	0	0	0	0	0	0	0	0	0	644	485	15	15	0	18	0	0	33	47	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	49	369	116	11	0	0	0	0	0	12	0	0	0	0	0	26	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter C sp003315655	0	0	0	0	0	0	0	0	0	0	0	0	651	506	11	12	0	0	0	0	19	29	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	61	383	123	0	0	10	0	0	0	0	0	0	0	0	0	17	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter C sp009777005	0	0	0	0	0	0	0	0	0	0	0	0	837	506	0	12	0	16	0	0	31	48	0	0	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	77	377	129	0	0	0	0	0	0	11	0	0	0	0	0	25	0	43	0	0	0	0	0	17	0	0	0	0	0	0	0
Methanobrevibacter olleyae	0	0	0	20	0	12	0	0	69	176	0	0	428	360	92	117	22	47	0	0	358	654	0	0	21	15	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	34	35	79	97	0	0	0	0	360	68	263	97	41	51	42	75	0	13	28	19	0	0	0	0	272	86	422	232	0	0	0	0	15	0	11	0	0	0	0	0
Methylobacterium organophilum	64	31	0	0	0	0	580	52	16	0	42	14	131	36	0	0	0	0	434	23	0	0	503	69	51	37	308	78	54	10	0	23	0	0	0	0	0	0	0	0	495	85	22	30	10	0	0	0	33	0	0	0	80	51	15	21	0	0	0	0	0	0	0	0	324	110	10	13	0	0	0	0	384	119	28	41	38	13	16	21	224	84	30	48
Methyloceanibacter sp002383105	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	13	0	1190	23	24	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	84	21	0	19	0	0	0	0	0	0	0	0	0	0	0	47	24	0	0
Methylomirabilis sp016207095	0	0	0	0	0	0	657	99	0	0	49	14	20	0	0	0	41	0	1737	39	18	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	523	134	69	30	0	0	0	0	42	0	0	0	17	0	0	0	0	0	0	0	28	13	0	0	1656	81	34	0	18	0	0	0	0	0	0	0	0	0	0	0	18	28	0	0
Microbacterium algeriense	0	0	0	0	0	0	17	0	0	0	4141	674	39	0	0	0	0	0	17	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3697	444	454	220	36	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0
Micrococcus endophyticus	31	0	0	0	0	0	408	14	20	0	293	44	74	0	83	0	40	10	44	0	27	15	82	0	33	0	134	13	24	0	0	0	0	0	0	0	0	0	0	0	335	73	0	0	13	0	0	0	256	37	30	14	67	0	0	0	68	15	0	0	29	11	0	0	39	0	0	0	24	0	12	0	60	22	0	0	23	10	0	0	96	38	0	0
Micrococcus luteus	78	17	0	0	0	0	4818	216	293	57	4018	519	624	54	727	32	227	37	434	0	158	57	611	41	216	41	1009	126	60	18	0	10	0	0	0	0	0	0	0	0	4240	578	152	64	261	32	36	21	3610	408	309	210	586	38	39	15	629	98	24	0	181	46	17	20	380	54	0	0	142	16	42	15	488	123	14	27	156	60	19	22	764	245	60	66
Mogibacterium diversum	0	0	32	55	15	26	99	27	62	95	27	15	0	0	194	117	758	619	0	0	149	166	0	0	21	0	40	18	0	0	0	0	31	0	46	0	10	0	22	0	61	38	18	0	41	21	66	29	17	10	10	0	0	0	0	0	128	66	63	54	567	191	355	264	0	0	0	0	134	15	129	37	0	0	0	0	16	0	0	0	40	0	10	0
Mogibacterium pumilum	0	0	288	445	95	129	446	111	599	789	172	73	44	45	831	486	3535	2835	0	0	506	489	0	0	106	61	0	0	0	0	0	0	262	26	362	83	81	14	105	24	323	123	76	35	352	247	458	331	108	64	39	34	38	0	29	16	592	239	252	234	2657	878	1664	1171	0	0	0	0	450	56	377	112	0	0	0	0	73	33	27	34	0	0	0	0
Mogibacterium timidum	0	0	208	432	109	276	25	11	81	97	13	0	48	32	75	67	277	241	0	0	104	117	0	0	29	16	48	11	0	0	0	0	176	32	358	74	89	20	235	41	20	0	0	0	56	25	51	46	11	0	0	0	16	32	21	11	49	26	40	27	206	71	151	90	0	0	0	0	91	13	86	31	0	0	0	0	20	0	0	0	34	14	0	0
Moraxella A cinereus	26	36	0	0	0	0	936	130	44	22	399	119	90	19	140	0	1427	675	89	17	12	10	135	19	49	18	364	81	21	0	18	18	0	0	0	0	0	0	0	0	839	97	96	34	43	0	17	0	369	30	95	24	70	20	0	10	131	0	0	0	1304	123	515	160	85	0	13	0	11	0	0	0	128	0	12	0	38	11	10	0	313	51	54	27
