Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Azonexus sp016709965	0	0	4	1	3	2	1	2	1	2	4382	1609	0	0	3	1	1	0	0	0	2	1	0	0	1	0	5	1	0	0	0	0	3	1	0	1	3	0	1	1	0	1	2	0	0	1	1	1	3802	580	1073	536	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	3	0	1
Azonexus sp016721185	0	0	5	2	4	0	0	0	1	1	951	331	0	0	2	1	5	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	2	1	1	2	2	0	0	0	0	0	0	1	0	0	1	812	139	231	100	0	0	0	0	2	0	0	1	3	2	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Azonexus sp016790815	0	0	2	1	2	1	1	0	2	0	2861	976	0	0	3	3	1	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	2579	282	697	279	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1
Azonexus sp016790885	2	1	5	1	4	2	14	1	4	2	5977	2079	0	1	4	1	6	4	0	0	0	0	0	0	3	1	2	0	2	0	1	0	3	2	1	0	4	0	2	0	11	3	1	0	3	1	2	0	5182	795	1449	630	0	0	1	0	1	3	1	0	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0
Azonexus sp016791065	0	0	1	1	4	5	2	0	3	0	2491	942	6	0	5	1	3	2	0	0	1	1	0	0	6	0	2	2	0	0	0	0	0	1	1	0	1	3	3	2	0	2	0	0	2	1	0	0	2190	301	635	307	5	1	0	0	5	0	0	1	3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	3	3	0	0	0	2	1	1
Azonexus sp016864195	0	0	3	1	5	2	8	0	0	1	1321	534	3	1	1	2	4	1	0	0	0	2	0	0	3	1	1	0	0	0	0	0	2	1	1	0	2	3	1	1	8	0	0	0	0	0	0	1	1124	197	347	187	1	2	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	1	0	0
Azonexus sp017983615	0	0	1	1	0	0	0	0	2	0	1775	632	0	0	1	1	2	3	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1499	276	428	204	0	0	0	0	0	1	0	1	2	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
Azonexus sp017983755	0	0	1	1	2	0	0	0	1	1	954	329	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	816	138	227	102	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Azonexus sp018261895	1	0	2	0	3	4	7	0	3	0	1269	509	0	0	3	3	2	0	2	0	1	0	0	0	0	0	5	0	1	0	0	0	2	0	0	0	3	0	3	1	7	0	0	0	2	1	0	0	1099	170	338	171	0	0	0	0	2	1	1	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
Azonexus sp018261905	0	0	5	5	3	1	8	0	2	1	1183	455	1	0	2	0	5	1	0	0	3	1	0	0	5	0	1	0	0	0	0	0	5	0	4	1	2	1	1	0	8	0	0	0	1	1	1	0	1013	170	300	155	1	0	0	0	1	1	0	0	2	3	0	1	0	0	0	0	1	2	1	0	0	0	0	0	3	2	0	0	0	1	0	0
Azonexus sp018780195	0	0	2	0	4	0	6	1	1	0	2126	701	1	0	3	1	2	0	0	0	1	1	0	0	0	0	92	27	0	0	0	0	2	0	0	0	4	0	0	0	6	0	0	1	1	0	0	0	1878	248	463	238	1	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	41	51	11	16
Azonexus sp018828385	0	0	1	0	4	1	1	0	2	0	2747	832	0	0	1	0	2	0	3	0	2	0	0	0	1	1	11	4	0	0	0	0	1	0	0	0	2	2	1	0	1	0	0	0	2	0	0	0	2428	319	555	277	0	0	0	0	1	0	0	0	1	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	1	0	6	5	1	3
Azonexus sp903922075	0	0	1	0	5	2	1	0	2	0	2427	892	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	4	1	2	0	0	1	0	0	0	2	0	0	2078	349	593	299	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Azonexus sp903930395	0	0	0	1	0	1	0	0	3	0	1417	599	10	2	0	0	2	1	0	0	1	2	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	1216	201	410	189	3	7	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	2	3	0	0
Azonexus sp907163225	0	0	7	6	3	4	5	0	5	1	1447	569	0	0	11	2	7	2	0	0	2	1	1	0	0	0	10	1	0	0	0	0	5	2	5	1	3	0	3	1	5	0	0	0	2	3	1	0	1254	193	384	185	0	0	0	0	8	3	1	1	2	5	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	4	6	0	1
Bacillus O smithii	1022	369	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	4	1	0	0	0	0	0	25	4	44	17	883	139	221	148	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	17	8	4	0	30	14	11	6
Bacteroides heparinolyticus	0	0	1785	1767	1592	1658	0	3	10	10	0	0	5	2	19	12	9	13	0	0	5	12	0	0	3	3	3	2	0	0	0	0	1283	502	1132	635	1098	494	1081	577	0	0	2	1	2	8	7	3	0	0	0	0	5	0	1	1	10	9	6	6	6	3	7	6	0	0	0	0	1	4	5	7	0	0	0	0	2	1	0	3	2	1	1	1
Blastomonas delafieldii A	1	0	0	0	0	0	688	61	0	0	16815	5293	14	6	3	0	0	0	1	1	0	0	6	0	1	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	552	136	39	22	0	0	0	0	14763	2052	3366	1927	14	0	2	4	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	4	0	0	1	0	0	0	6	2	0	0
Brachymonas sp017993135	1	0	10	5	24	15	36	12	47	11	154	56	38	5	602	83	278	100	0	0	105	39	0	0	17	7	0	0	1	0	0	0	9	1	4	1	21	3	7	8	23	13	6	6	31	16	8	3	112	42	27	29	36	2	2	3	439	163	44	39	206	72	56	44	0	0	0	0	93	12	25	14	0	0	0	0	13	4	1	6	0	0	0	0
Brachymonas sp017996515	0	0	66	43	110	50	378	48	387	164	1263	346	144	29	5160	786	2438	838	0	0	973	347	0	0	51	6	1	1	0	0	0	0	58	8	37	6	95	15	35	15	258	120	28	20	288	99	90	74	914	349	199	147	120	24	23	6	3969	1191	473	313	1865	573	501	337	0	0	0	0	885	88	271	76	0	0	0	0	30	21	5	1	1	0	1	0
Brachymonas sp018054915	0	0	6	4	19	18	75	5	72	34	198	74	27	2	943	146	398	153	0	0	139	64	0	0	8	3	2	0	0	0	0	0	6	0	3	1	14	5	10	8	54	21	2	3	44	28	20	14	150	48	38	36	22	5	1	1	698	245	88	58	290	108	87	66	0	0	0	0	122	17	47	17	0	0	0	0	3	5	1	2	0	2	0	0
Brachyspira hampsonii B	3	0	0	0	0	0	20	5	0	0	4	0	0	2	2	0	1501	1063	20	0	0	0	0	0	4	1	84	18	3	0	0	0	0	0	0	0	0	0	0	0	17	3	3	2	0	0	0	0	3	1	0	0	0	0	2	0	2	0	0	0	1263	238	835	228	10	10	0	0	0	0	0	0	0	0	0	0	4	0	1	0	46	38	8	10
Bradyrhizobium sp001556045	40	6	5	2	3	1	89	7	2	1	3011	871	21	9	2	0	0	0	14	0	3	7	29	5	2	3	34	10	24	16	2	4	4	1	2	0	2	1	0	1	83	6	6	1	2	0	0	1	2628	383	575	296	10	11	4	5	1	1	0	0	0	0	0	0	5	9	0	0	2	1	5	2	11	18	2	3	1	1	1	2	21	13	1	9
Bradyrhizobium sp003020115	4	7	0	0	0	1	283	42	16	15	76	36	0	3	90	12	17	12	20	4	7	6	46	16	30	33	404	130	2	2	2	5	0	0	0	0	0	0	0	1	225	58	35	7	14	2	15	0	68	8	23	13	0	0	1	2	84	6	10	2	12	5	10	2	17	3	4	0	5	2	4	2	39	7	8	8	19	11	16	17	344	60	94	36
Brooklawnia sp000413315	2	0	11809	5624	41075	20247	2924	219	53873	18102	43774	10222	369	39	25493	3274	22733	5288	0	0	3132	1153	0	0	2033	348	456	78	2	0	0	0	9796	2013	3827	1797	32775	8300	13465	6782	1956	968	135	84	34010	19863	9265	8837	26493	17281	4438	5784	319	50	29	10	18731	6762	1610	1664	17014	5719	2869	2419	0	0	0	0	2686	446	796	357	0	0	0	0	1471	562	178	170	168	288	15	63
Bulleidia moorei	0	3	686	1394	317	593	50	4	212	224	16	12	0	6	18	16	33	49	0	0	9	14	3	2	4	9	33	9	0	0	1	2	575	111	1069	325	254	63	436	157	48	2	4	0	135	77	125	99	7	9	4	8	0	0	3	3	13	5	9	7	27	6	28	21	0	0	0	0	9	0	11	3	3	0	0	2	2	2	4	5	33	0	7	2
Bulleidia sp016812035	0	0	202	516	63	131	42	8	171	252	9	10	40	56	67	32	139	147	0	0	61	68	0	0	7	6	0	0	0	0	0	0	158	44	413	103	50	13	105	26	37	5	4	4	118	53	155	97	5	4	6	4	24	16	31	25	47	20	18	14	114	25	90	57	0	0	0	0	55	6	51	17	0	0	0	0	7	0	2	4	0	0	0	0
CAG-791 sp900625025	0	0	282	383	195	209	5	0	35	44	2	1	54	21	10	5	17	21	0	0	55	48	0	0	21	14	2	0	0	0	0	0	234	48	303	80	167	28	159	50	5	0	0	0	21	14	33	11	0	2	0	1	37	17	11	10	5	5	2	3	13	4	11	10	0	0	0	0	52	3	35	13	0	0	0	0	15	6	10	4	2	0	0	0
CAJPNN01 sp905372035	0	0	7080	13161	2225	3908	99	45	91	129	5	5	1213	923	121	69	446	589	4	0	1168	1438	0	0	37	31	1	0	0	0	0	0	5773	1307	9718	3443	1828	397	3040	868	59	40	20	25	50	41	69	60	3	2	3	2	875	338	510	413	80	41	36	33	288	158	282	307	4	0	0	0	993	175	1006	432	0	0	0	0	26	11	15	16	1	0	0	0
CAJPPJ01 sp905372515	0	0	15	84	292	1100	5	4	17	55	162	204	0	4	38	46	41	118	0	0	8	3	0	0	2	0	0	2	0	0	0	0	11	4	63	21	239	53	913	187	5	0	4	0	8	9	35	20	85	77	93	111	0	0	3	1	25	13	25	21	32	9	70	48	0	0	0	0	8	0	1	2	0	0	0	0	1	1	0	0	0	0	1	1
CAJPQU01 sp905372875	0	1	5968	4296	1514	1095	513	62	22	12	0	1	163	46	59	16	338	157	0	0	1723	1101	0	0	132	50	6	0	0	0	0	1	5134	834	3214	1082	1247	267	783	312	284	229	40	22	15	7	6	6	0	0	0	1	137	26	24	22	33	26	10	6	232	106	96	61	0	0	0	0	1357	366	682	419	0	0	0	0	69	63	17	33	3	3	0	0
CAJPQU01 sp905373705	0	0	2392	1782	888	634	61	9	20	12	0	0	112	54	34	15	104	86	0	0	243	164	0	0	127	28	1	2	0	0	0	0	2069	323	1342	440	735	153	472	162	37	24	6	3	14	6	4	8	0	0	0	0	91	21	25	29	20	14	8	7	64	40	32	54	0	0	0	0	185	58	98	66	0	0	0	0	91	36	12	16	1	0	1	1
CAJPSE01 sp003860125	0	0	35946	17643	11063	6146	1698	216	1154	623	37	5	10808	2499	749	244	1822	1014	5	0	8994	4679	0	0	385	142	0	1	0	0	0	0	30270	5676	12580	5063	9204	1859	4410	1736	783	915	104	112	605	549	273	350	18	19	2	3	8176	2632	1226	1273	372	377	90	154	993	829	418	596	0	5	0	0	6665	2329	2778	1901	0	0	0	0	202	183	61	81	0	0	1	0
CAJPSE01 sp905373185	0	0	137478	60315	46764	22636	674	94	318	162	20	5	2703	716	1124	262	1808	863	0	0	5041	2812	3	0	248	78	11	1	0	0	0	0	116206	21272	43637	16678	38450	8314	15983	6653	316	358	28	66	162	156	69	93	8	12	0	5	1952	751	314	402	562	562	95	167	986	822	374	489	0	0	0	0	3581	1460	1534	1278	3	0	0	0	117	131	28	50	9	2	0	1
CSP1-1 sp001443365	1	1	0	2	0	0	81	17	31	52	382	275	0	0	0	1	9	3	214	61	1	0	0	1	3	3	852	402	0	1	0	1	0	0	2	0	0	0	0	0	70	11	12	5	29	2	43	9	334	48	181	94	0	0	0	0	0	0	1	0	6	3	2	1	196	18	38	23	1	0	0	0	0	0	0	1	2	1	0	3	484	368	153	249
Campylobacter A rectus	0	0	4680	4975	3435	3556	55	8	64	75	23	14	55	39	401	171	278	222	2	0	142	118	0	0	21	12	4	1	0	0	0	0	3636	1044	3503	1472	2580	855	2462	1094	24	31	2	6	21	43	26	49	12	11	3	11	28	27	15	24	214	187	68	103	145	133	98	124	2	0	0	0	93	49	68	50	0	0	0	0	12	9	4	8	4	0	0	1
Campylobacter A showae	0	2	391	410	1623	1475	71	5	80	90	23	20	0	1	471	207	308	246	0	0	99	88	0	0	5	6	3	1	0	0	0	2	324	67	287	123	1249	374	1016	459	30	41	2	3	36	44	38	52	13	10	6	14	0	0	1	0	242	229	81	126	180	128	106	140	0	0	0	0	71	28	47	41	0	0	0	0	3	2	2	4	3	0	0	1
Campylobacter A showae A	0	0	348	312	1314	1204	44	15	69	86	24	20	5	2	524	253	318	232	0	0	123	103	0	0	3	3	7	0	0	0	0	0	272	76	222	90	984	330	844	360	20	24	4	11	28	41	38	48	7	17	7	13	5	0	1	1	293	231	112	141	181	137	94	138	0	0	0	0	74	49	45	58	0	0	0	0	1	2	2	1	3	4	0	0
Campylobacter A showae B	2	0	425	401	1636	1702	29	16	84	107	26	24	2	0	592	290	341	281	0	0	123	123	0	0	8	1	0	0	2	0	0	0	340	85	286	115	1225	411	1201	501	12	17	7	9	35	49	39	68	12	14	11	13	2	0	0	0	310	282	126	164	195	146	135	146	0	0	0	0	85	38	70	53	0	0	0	0	4	4	0	1	0	0	0	0
Campylobacter A showae D	0	0	642	594	2878	2820	32	9	54	61	17	9	2	0	320	143	208	161	4	0	82	73	0	0	3	4	2	0	0	0	0	0	499	143	405	189	2257	621	2018	802	7	25	4	5	22	32	18	43	5	12	5	4	0	2	0	0	174	146	65	78	124	84	66	95	4	0	0	0	42	40	41	32	0	0	0	0	2	1	0	4	1	1	0	0
Campylobacter A showae E	0	0	508	527	2016	1965	26	6	88	83	27	19	6	2	446	230	255	213	0	0	125	102	0	1	7	4	3	2	0	0	0	0	396	112	365	162	1539	477	1437	528	10	16	1	5	35	53	24	59	13	14	6	13	6	0	2	0	239	207	87	143	143	112	84	129	0	0	0	0	69	56	58	44	0	0	1	0	5	2	2	2	3	0	2	0
Campylobacter A sp014253065	0	0	725	651	3234	3153	37	3	70	83	16	18	0	4	370	162	242	194	0	0	81	70	0	0	7	0	4	1	0	0	0	0	577	148	488	163	2489	745	2248	905	14	23	2	1	36	34	27	56	8	8	5	13	0	0	2	2	189	181	73	89	140	102	85	109	0	0	0	0	51	30	39	31	0	0	0	0	5	2	0	0	3	1	1	0
Campylobacter A sp905372745	1	1	380	374	1810	1737	15	6	49	57	12	11	8	2	266	125	160	125	0	0	57	48	1	0	3	3	1	0	1	0	0	1	285	95	279	95	1378	432	1222	515	1	14	3	3	23	26	29	28	7	5	5	6	8	0	1	1	139	127	54	71	103	57	60	65	0	0	0	0	39	18	20	28	1	0	0	0	2	1	3	0	1	0	0	0
Campylobacter B gracilis	0	0	1019	932	757	768	142	32	25	15	3	6	13	9	355	119	236	114	0	0	123	86	1	0	75	29	15	1	0	0	0	0	825	194	674	258	566	191	535	233	82	60	16	16	12	13	9	6	1	2	5	1	11	2	5	4	200	155	52	67	149	87	69	45	0	0	0	0	97	26	42	44	1	0	0	0	53	22	14	15	11	4	1	0
Campylobacter B gracilis A	0	0	790	713	664	577	102	24	12	20	7	0	6	10	280	111	176	99	0	0	101	87	2	0	63	18	11	0	0	0	0	0	648	142	523	190	511	153	425	152	76	26	15	9	4	8	8	12	3	4	0	0	5	1	2	8	160	120	43	68	108	68	45	54	0	0	0	0	74	27	48	39	2	0	0	0	33	30	8	10	10	1	0	0
Campylobacter B sp900539505	0	0	1420	1181	1022	956	239	41	40	29	12	5	26	9	549	179	353	210	0	0	124	137	1	0	104	58	6	1	0	0	0	0	1160	260	828	353	768	254	668	288	123	116	15	26	23	17	16	13	8	4	2	3	18	8	4	5	314	235	68	111	223	130	103	107	0	0	0	0	77	47	74	63	1	0	0	0	54	50	29	29	3	3	0	1
Campylobacter B sp905373215	0	0	1165	1012	892	826	242	23	30	28	9	4	16	2	408	141	257	149	2	0	116	92	0	0	57	32	9	1	0	0	0	0	928	237	716	296	688	204	558	268	115	127	11	12	18	12	13	15	7	2	3	1	12	4	1	1	229	179	52	89	160	97	71	78	2	0	0	0	82	34	58	34	0	0	0	0	32	25	15	17	9	0	1	0
Campylobacter B sp905373295	0	0	1121	956	873	732	240	32	33	23	13	4	22	10	496	169	274	159	0	0	151	108	0	0	100	32	13	3	0	0	0	0	926	195	665	291	670	203	511	221	139	101	9	23	12	21	11	12	8	5	2	2	15	7	4	6	296	200	69	100	180	94	84	75	0	0	0	0	106	45	59	49	0	0	0	0	66	34	7	25	13	0	1	2
Capnocytophaga bilenii	0	0	44	68	1447	2167	6	0	4	12	11	10	0	0	110	115	60	96	2	0	15	27	0	1	4	0	5	1	0	0	0	0	32	12	44	24	1087	360	1544	623	6	0	0	0	2	2	6	6	8	3	4	6	0	0	0	0	61	49	39	76	36	24	50	46	2	0	0	0	11	4	19	8	0	0	1	0	4	0	0	0	5	0	1	0
Capnocytophaga endodontalis	0	3	401	637	2583	4010	46	13	44	50	43	21	2	3	951	803	400	546	2	0	198	255	4	0	9	7	161	42	0	0	1	2	311	90	465	172	1879	704	2845	1165	31	15	5	8	21	23	23	27	20	23	11	10	2	0	1	2	488	463	364	439	243	157	239	307	2	0	0	0	148	50	147	108	4	0	0	0	8	1	2	5	147	14	32	10
Capnocytophaga gingivalis	3	2	130	193	3485	4843	44	4	47	69	121	76	0	0	832	614	493	576	0	0	196	215	19	1	8	4	48	13	1	2	1	1	104	26	140	53	2573	912	3511	1332	39	5	4	0	23	24	38	31	75	46	35	41	0	0	0	0	487	345	292	322	279	214	248	328	0	0	0	0	162	34	146	69	15	4	0	1	6	2	2	2	40	8	6	7
Capnocytophaga granulosa	1	1	371	562	9624	12391	15	2	9	7	17	10	0	1	159	148	152	177	1	0	49	53	3	0	7	2	11	10	0	1	0	1	298	73	394	168	7175	2449	8803	3588	15	0	2	0	4	5	6	1	13	4	3	7	0	0	0	1	91	68	64	84	99	53	88	89	1	0	0	0	41	8	38	15	1	2	0	0	6	1	0	2	11	0	5	5
Capnocytophaga leadbetteri	10	2	176	273	2343	3251	50	15	62	77	79	55	3	1	868	712	198	266	2	0	90	108	0	5	21	8	34	10	10	0	2	0	146	30	208	65	1815	528	2447	804	43	7	12	3	43	19	30	47	50	29	22	33	3	0	0	1	466	402	314	398	111	87	144	122	2	0	0	0	65	25	74	34	0	0	5	0	13	8	7	1	28	6	6	4
Capnocytophaga ochracea	1	0	2137	3723	5201	7862	96	46	89	129	30	19	30	22	1080	926	453	638	0	0	599	879	0	1	55	41	63	17	1	0	0	0	1695	442	2647	1076	3877	1324	5596	2266	59	37	18	28	52	37	50	79	20	10	8	11	21	9	11	11	506	574	370	556	246	207	265	373	0	0	0	0	409	190	514	365	0	0	1	0	29	26	13	28	45	18	11	6
Capnocytophaga sp000192225	0	0	134	226	346	663	17	10	6	11	16	13	7	6	110	108	48	70	1	0	50	61	0	0	1	0	6	1	0	0	0	0	108	26	169	57	275	71	487	176	9	8	3	7	3	3	6	5	6	10	9	4	0	7	4	2	53	57	57	51	27	21	29	41	1	0	0	0	38	12	41	20	0	0	0	0	1	0	0	0	6	0	0	1
Capnocytophaga sp000466425	1	0	45	73	1520	1918	6	0	12	8	18	8	0	0	123	110	99	119	0	0	39	34	4	1	1	0	4	6	1	0	0	0	38	7	51	22	1118	402	1394	524	6	0	0	0	5	7	2	6	7	11	3	5	0	0	0	0	66	57	51	59	62	37	55	64	0	0	0	0	28	11	28	6	4	0	0	1	1	0	0	0	1	3	4	2
Capnocytophaga sp002999135	0	1	54	68	408	621	15	7	73	85	98	74	11	3	1489	1233	291	371	0	0	85	89	0	0	0	1	6	0	0	0	1	0	43	11	48	20	313	95	465	156	4	11	3	4	25	48	35	50	50	48	18	56	11	0	2	1	812	677	522	711	183	108	162	209	0	0	0	0	64	21	56	33	0	0	0	0	0	0	1	0	5	1	0	0
Capnocytophaga sp905372595	0	0	3	16	667	969	5	1	9	9	24	22	0	0	146	132	51	83	0	0	39	34	4	0	0	0	2	2	0	0	0	0	3	0	10	6	502	165	692	277	5	0	0	1	4	5	4	5	9	15	13	9	0	0	0	0	74	72	51	81	35	16	50	33	0	0	0	0	34	5	21	13	4	0	0	0	0	0	0	0	1	1	1	1
Capnocytophaga sputigena	3	4	268	439	3520	5172	53	10	45	84	91	55	5	0	1970	1591	735	1026	3	0	298	405	7	3	12	4	87	23	2	1	0	4	209	59	314	125	2546	974	3692	1480	44	9	8	2	21	24	36	48	51	40	21	34	5	0	0	0	1021	949	672	919	417	318	461	565	3	0	0	0	229	69	251	154	4	3	0	3	10	2	2	2	76	11	13	10
Cardiobacterium hominis	7	2	273	174	8973	5064	30	5	46	25	45	11	1	7	426	111	132	73	12	0	58	40	3	0	22	3	44	6	5	2	0	2	225	48	124	50	7025	1948	3437	1627	15	15	2	3	21	25	12	13	28	17	7	4	1	0	3	4	230	196	31	80	82	50	39	34	6	6	0	0	36	22	22	18	3	0	0	0	15	7	2	1	34	10	2	4
Cardiobacterium valvarum	2	0	1958	1140	27412	15932	293	34	728	419	341	110	93	26	4791	1109	1758	769	0	0	1041	553	10	0	150	41	38	4	2	0	0	0	1640	318	817	323	22208	5204	11336	4596	125	168	8	26	428	300	204	215	239	102	44	66	79	14	8	18	2766	2025	476	633	1143	615	353	416	0	0	0	0	786	255	325	228	10	0	0	0	75	75	10	31	29	9	4	0
Catonella massiliensis	0	1	199	387	153	311	3	0	12	35	1	3	9	4	27	15	32	27	0	0	30	37	0	0	35	24	5	2	0	0	1	0	171	28	307	80	122	31	238	73	3	0	0	0	7	5	21	14	0	1	1	2	5	4	3	1	18	9	8	7	25	7	14	13	0	0	0	0	29	1	21	16	0	0	0	0	20	15	15	9	3	2	2	0
Catonella morbi	0	1	2444	4597	4955	8113	34	10	74	103	8	6	28	19	243	205	160	201	2	0	65	99	0	0	48	25	14	7	0	0	0	1	1925	519	3388	1209	3738	1217	5875	2238	11	23	5	5	43	31	59	44	6	2	1	5	25	3	14	5	147	96	100	105	104	56	97	104	2	0	0	0	52	13	78	21	0	0	0	0	32	16	16	9	12	2	5	2
Cellulomonas hominis	4	3	5	4	9	6	92	10	3	3	49173	9383	54	5	2	0	11	0	14	3	13	8	36	1	13	2	21	4	3	1	0	3	2	3	2	2	5	4	1	5	79	13	7	3	2	1	2	1	44898	4275	6075	3308	29	25	4	1	1	1	0	0	7	4	0	0	9	5	1	2	8	5	3	5	30	6	1	0	8	5	2	0	15	6	3	1
Cellulomonas hominis C	0	1	4	2	5	4	8	0	9	3	1380	371	26	4	0	1	6	2	5	0	12	3	0	0	5	3	3	0	0	0	0	1	3	1	1	1	5	0	2	2	6	2	0	0	6	3	1	2	1213	167	232	139	17	9	2	2	0	0	1	0	2	4	0	2	4	1	0	0	10	2	2	1	0	0	0	0	3	2	2	1	3	0	0	0
