Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M
HGM10890 sp900769965	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11327 sp900759935	0	0	1	0	0	2	0	0	3	0	0	0	0	0	2	0	0	1	0	0	5	0	0	0	0	0	0	0
HGM11367 sp015069335	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HGM11367 sp015069385	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11367 sp017467895	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11367 sp017650795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11367 sp900767835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0
HGM11367 sp900768425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM11368 sp900772745	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
HGM11372 sp900767715	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11377 sp900755035	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM11386 sp900761915	2	0	3	2	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0
HGM11412 sp015055525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0
HGM11412 sp017398825	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11412 sp017504165	0	0	1	1	0	1	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0
HGM11412 sp017504795	0	0	0	0	2	0	1	0	4	0	0	0	0	1	0	1	1	2	0	0	2	2	0	0	0	0	0	0
HGM11412 sp017536205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11412 sp017545865	0	0	1	0	0	0	0	0	2	2	0	0	0	1	3	0	2	1	0	0	1	1	0	0	0	0	0	0
HGM11412 sp017558825	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11412 sp017628935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM11412 sp017646945	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11412 sp900770185	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
HGM11416 sp015055965	0	0	0	0	1	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HGM11416 sp017399665	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11416 sp017456665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM11416 sp017522945	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM11416 sp900766495	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HGM11416 sp900768525	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11417 sp900761895	0	0	0	0	0	1	3	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
HGM11501 sp017411325	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11501 sp017536285	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM11501 sp900766735	0	0	1	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
HGM11507 sp900761005	0	0	0	0	0	0	0	0	6	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
HGM11514 sp900757255	0	0	0	2	0	4	4	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0
HGM11521 sp900751885	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM11525 sp017483065	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
HGM11525 sp018384175	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HGM11525 sp900770405	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1
HGM11530 sp900751685	0	0	7	3	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1
HGM11604 sp016295665	0	0	2	6	4	3	5	1	8	5	2	1	1	0	10	1	7	6	5	0	3	1	0	0	6	1	0	0
HGM11616 sp900761075	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	1	0	0
HGM11788 sp900760465	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0
HGM11808 sp017547125	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGM11808 sp900757025	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
HGM12587 sp017622875	0	0	3	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12587 sp900766915	0	0	1	4	1	7	0	1	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGM12619 sp015067305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
HGM12619 sp015067385	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12619 sp016281805	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HGM12619 sp016281915	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	2	2	0	0	1	0	0	0
HGM12619 sp017427285	0	0	6	2	2	1	4	0	5	5	0	0	10	0	1	0	4	2	0	0	46	39	0	0	29	2	0	0
HGM12619 sp017440085	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12619 sp017441125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12619 sp017621705	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGM12619 sp900753195	0	0	1	1	1	0	0	0	2	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	4	0	0	0
HGM12619 sp902783255	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HGM12619 sp904502105	0	0	0	1	1	0	0	0	1	0	0	0	1	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0
HGM12650 sp017504205	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGM12650 sp900761725	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12657 sp900760575	0	0	2	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12669 sp900761935	0	0	2	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12713 sp015063305	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
HGM12713 sp015063535	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0
HGM12713 sp015063655	1	0	1	3	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp015063845	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGM12713 sp015064065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp015064085	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp015064735	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HGM12713 sp015065365	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017411785	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017411935	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017453285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017457465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017461365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017461745	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM12713 sp017462035	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM12713 sp017462145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM12713 sp017462795	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017463065	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
HGM12713 sp017464565	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017503865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017504335	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HGM12713 sp017504545	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12713 sp017504995	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
HGM12713 sp017536635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HGM12713 sp017623375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017625755	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017631085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017631855	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017648425	0	0	0	1	2	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HGM12713 sp017935225	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0
HGM12713 sp900754175	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
HGM12713 sp900770605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGM12713 sp904501715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGM12789 sp015066215	0	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
HGM12789 sp900766585	0	0	3	1	3	0	0	0	0	1	0	0	0	1	1	0	3	1	3	0	1	0	0	0	0	0	2	0
HGM12814 sp900770165	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1
HGM12957 sp900760695	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM12998 sp900756495	0	0	4	1	0	1	8	1	6	2	0	0	1	0	1	0	3	1	0	0	3	0	0	0	1	0	1	0
HGM13006 sp017469795	0	0	9	2	4	0	0	0	3	3	0	0	0	0	0	0	4	0	0	0	2	3	0	0	0	1	1	0
HGM13006 sp900756575	0	0	0	4	1	1	1	0	2	3	4	0	0	0	3	0	1	1	0	0	1	0	0	0	6	1	1	0
HGM13006 sp900757695	0	0	4	4	0	1	3	1	2	2	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0
HGM13006 sp902778525	0	0	2	0	0	1	0	0	4	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0
HGM13006 sp905201305	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0
HGM13006 sp905202605	0	0	0	2	0	0	0	1	4	2	2	0	0	0	1	0	2	2	1	0	0	1	0	0	2	0	0	0
HGM13006 sp905234425	1	0	0	0	1	1	0	0	3	1	0	0	0	0	1	0	3	0	1	0	1	1	0	0	0	0	1	0
HGM13010 sp017411665	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
HGM13010 sp017938835	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM13010 sp900754965	0	0	0	2	2	4	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0
HGM13010 sp905214605	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0	2	0	0	1	0	0	0
HGM13222 sp900757485	0	0	2	5	0	2	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	2	6	0	0
HGM13233 sp900762805	0	0	2	0	2	0	0	0	5	0	0	1	4	0	0	1	1	1	1	0	3	2	2	0	1	0	0	0
HGM13618 sp017469465	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	7	1	0	0
HGM13618 sp900753975	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HGM13634 sp900770385	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HGM13634 sp905198755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
HGM13862 sp012515255	0	0	6	2	1	1	0	0	0	1	0	1	0	0	1	0	2	0	0	0	2	1	0	0	2	0	0	0
HGM13862 sp900760825	0	0	0	3	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0
HGM14224 sp900761905	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	5	0
HGM16780 sp900538765	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
HGM16780 sp900762585	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	3	1	0	0	0	0	0	0	0	0	0	0
HGM20899 sp900767005	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HGW-1 sp002841375	0	0	1	0	2	0	0	0	3	0	0	0	0	1	0	1	2	3	0	0	0	1	0	0	0	1	2	0
HGW-1 sp002841625	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1
HGW-15 sp002840535	0	0	2	0	3	1	0	0	1	1	2	0	5	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0
HGW-15 sp016926135	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	0	0	1	0	1	0
HGW-17 sp002841825	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HGW-17 sp002841905	0	0	1	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
HGW-17 sp018817795	0	0	0	0	1	0	1	0	1	1	2	0	3	0	1	0	4	0	2	0	1	1	0	0	0	0	0	0
HGW-BRC1-1 sp002842095	0	0	0	0	1	0	0	1	1	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HIGHO2-12-38-15 sp001801745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0
HIGHO2-12-38-15 sp016218405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
HIMB100 sp000238815	0	0	1	1	1	1	0	0	0	0	1	1	0	0	2	0	6	3	0	0	0	1	0	0	0	0	0	0
HIMB100 sp002348585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp002700485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp002721775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp002722385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp902518965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp902520575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB100 sp902523435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HIMB11 sp000472185	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB11 sp003486095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB11 sp009920225	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0
HIMB11 sp009920815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB11 sp018222665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
HIMB114 sp000163555	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIMB114 sp002171085	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
HIMB114 sp002692055	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB114 sp003209195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB114 sp008638005	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HIMB114 sp902524955	0	0	0	1	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	25	10	0	0
HIMB30 sp000227525	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0
HIMB30 sp002691485	0	0	1	0	0	0	0	1	1	2	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
HIMB30 sp002705795	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0
HIMB30 sp002714245	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB30 sp002717305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp002730235	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HIMB30 sp002731015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp008087055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp009922705	0	0	0	0	1	0	3	0	1	3	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0
HIMB30 sp010024125	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
HIMB30 sp018401755	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp018402605	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp902536515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp902541775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HIMB30 sp902558075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
HIMB30 sp902594275	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HIMB59 sp000299115	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HIMB59 sp002169365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp002705265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp003216195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HIMB59 sp003281065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp004321805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB59 sp008638215	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902509695	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902514885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902515765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902516235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB59 sp902518505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902521155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902521465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902521485	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902522585	0	0	0	0	0	0	0	1	0	2	0	0	8	30	1	2	0	2	0	0	0	0	0	0	0	3	0	0
HIMB59 sp902524245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902526965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HIMB59 sp902527045	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902527525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902527545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902528805	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902529795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
HIMB59 sp902530745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902538085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902542505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902543855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902546975	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902555695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIMB59 sp902557145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HIMB59 sp902560595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
