#Classification	Sample #1	Sample #2	Sample #3	Sample #4	Sample #5	Sample #6	Sample #7	Sample #8	Sample #9	Sample #10	Sample #11	Sample #12	Sample #13	Sample #14	Sample #15	Sample #16	Sample #17	Sample #18	Sample #19	Sample #20	Sample #21	Sample #22	Sample #23	Sample #24	Sample #25	Sample #26	Sample #27	Sample #28
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__JACOSU01|s__JACOSU01 sp016178685	0	0	1	0	1	0	0	0	2	0	3	0	3	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__WS-3	0	0	2	4	2	3	3	0	3	0	2	3	6	3	5	1	3	1	24	2	2	1	2	0	1	1	3	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__WS-3|s__WS-3 sp005893225	0	0	2	4	2	3	3	0	3	0	2	3	6	3	5	1	3	1	24	2	2	1	2	0	1	1	3	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|s__JABDJR01 sp013003415	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__WS-8	0	0	2	0	0	0	4	0	1	1	5	2	10	1	4	0	3	0	24	1	3	1	0	0	3	0	7	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__WS-8|s__WS-8 sp005893295	0	0	2	0	0	0	4	0	1	1	5	2	10	1	4	0	3	0	24	1	3	1	0	0	3	0	7	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__CAIXRL01	0	0	11	3	8	0	4	1	2	2	20	0	76	11	4	1	12	0	65	1	15	2	0	0	7	2	14	2
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__CAIXRL01|s__CAIXRL01 sp903921835	0	0	2	1	3	0	0	1	0	1	10	0	31	6	0	0	8	0	32	1	4	2	0	0	4	2	5	2
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__CAIXRL01|s__CAIXRL01 sp016215625	0	0	2	0	1	0	0	0	0	1	5	0	25	4	0	0	0	0	16	0	2	0	0	0	2	0	2	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__CAIXRL01|s__CAIXRL01 sp016710095	0	0	6	2	4	0	1	0	2	0	3	0	19	1	4	1	2	0	13	0	9	0	0	0	1	0	4	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__JACRPT01	0	0	1	0	0	0	7	1	2	2	4	0	10	0	2	0	2	1	50	0	1	1	0	0	0	0	5	0
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|g__JACRPT01|s__JACRPT01 sp016223045	0	0	1	0	0	0	7	1	2	2	4	0	10	0	2	0	2	1	50	0	1	1	0	0	0	0	5	0
d__Bacteria|p__4484-113	0	0	3	1	0	2	1	0	2	0	0	0	5	0	0	0	2	1	1	0	1	2	0	0	1	0	1	0
d__Bacteria|p__4484-113|s__4484-113 sp002050035	0	0	2	0	0	1	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
d__Bacteria|p__4484-113|f__JAFGCY01	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	2	0	0	0	0	0	0
d__Bacteria|p__4484-113|f__JAFGCY01|s__JAFGCY01 sp016932385	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	2	0	0	0	0	0	0
d__Bacteria|p__UBP7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP7|c__UBA6624	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP7|c__UBA6624|g__NIOZ-UU106	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP7|c__UBA6624|g__NIOZ-UU106|s__NIOZ-UU106 sp014384545	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP7|c__UBA6624|s__UBA6624 sp002501535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP7|c__UBA6624|s__UBA6624 sp002716355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6	0	0	12	11	5	9	1	2	8	5	0	1	1	0	9	2	2	6	5	0	5	2	0	0	21	8	0	1
d__Bacteria|p__UBP6|c__UBA1177	0	0	12	11	5	9	1	2	8	5	0	1	1	0	9	2	2	6	5	0	5	2	0	0	21	8	0	1
d__Bacteria|p__UBP6|c__UBA1177|o__JAFGXH01	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
d__Bacteria|p__UBP6|c__UBA1177|o__JAFGXH01|s__JAFGXH01 sp016936735	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp002310035	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp902780365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp017961325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp017538365	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp002310995	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp017615095	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp017645765	0	0	2	2	0	2	0	1	2	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	14	7	0	1
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp016290135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|g__JAGOEX01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|g__JAGOEX01|s__JAGOEX01 sp017997475	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp017405875	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp905235605	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|g__SLGQ01	0	0	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|g__SLGQ01|s__SLGQ01 sp007132725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|g__SLGQ01|s__SLGQ01 sp007136595	0	0	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp002309575	0	0	2	0	0	0	1	0	3	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp902774115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
d__Bacteria|p__UBP6|c__UBA1177|s__UBA1177 sp905233945	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	1	0	0	1	1	0	0	2	0	0	0
d__Bacteria|p__JAGOEH01	0	0	0	1	1	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__JAGOEH01|s__JAGOEH01 sp017997825	0	0	0	1	1	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria	0	1	2	2	3	4	0	0	3	4	1	2	3	1	2	1	2	1	5	0	9	2	0	0	2	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468	0	1	2	2	3	4	0	0	3	4	1	2	3	1	2	1	2	1	5	0	9	2	0	0	2	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__MWAK01	0	0	1	1	1	2	0	0	1	1	1	2	3	0	1	1	2	0	5	0	5	0	0	0	2	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__MWAK01|g__JAHJUB01	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__MWAK01|g__JAHJUB01|s__JAHJUB01 sp018829455	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__MWAK01|s__MWAK01 sp002069365	0	0	1	1	0	1	0	0	0	0	1	2	3	0	0	1	1	0	5	0	4	0	0	0	2	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9	0	1	1	0	0	2	0	0	2	3	0	0	0	1	1	0	0	1	0	0	3	2	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|f__JAFGKM01	0	1	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|f__JAFGKM01|s__JAFGKM01 sp012515635	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|f__JAFGKM01|s__JAFGKM01 sp016928555	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|s__B48-G9 sp003644395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|f__DTJG01	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|o__B48-G9|f__DTJG01|s__DTJG01 sp002070645	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Ratteibacteria|c__UBA8468|s__UBA8468 sp002791075	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__CG2-30-53-67	0	0	6	5	1	1	6	0	1	0	0	1	0	0	1	0	1	1	6	0	0	1	0	0	0	2	2	0
d__Bacteria|p__CG2-30-53-67|g__JAADIO01	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	1	0	0	0	0	0	0
d__Bacteria|p__CG2-30-53-67|g__JAADIO01|s__JAADIO01 sp013151235	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	1	0	0	0	0	0	0
d__Bacteria|p__CG2-30-53-67|s__CG2-30-53-67 sp001873285	0	0	2	3	0	1	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0
d__Bacteria|p__TA06_A	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__TA06_A|c__DG-26_A	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__TA06_A|c__DG-26_A|o__SM23-81|s__SM23-81 sp001304015	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__DUMJ01	0	0	0	2	0	1	0	1	1	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__DUMJ01|s__DUMJ01 sp014360335	0	0	0	1	0	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__DUMJ01|s__DUMJ01 sp012839925	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__SLNR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__SLNR01|s__SLNR01 sp007132905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__UBP18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP18|c__UBA7526	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP18|c__UBA7526|s__UBA7526 sp002478245	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP18|c__UBA7526|g__DRGV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__UBP18|c__UBA7526|g__DRGV01|s__DRGV01 sp018903055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Desantisbacteria	0	0	1	0	1	2	1	0	1	0	0	0	3	12	1	0	0	1	3	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Desantisbacteria|c__UBA1551	0	0	1	0	1	2	1	0	1	0	0	0	3	12	1	0	0	1	3	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Desantisbacteria|c__UBA1551|s__UBA1551 sp001871075	0	0	1	0	0	1	1	0	1	0	0	0	0	7	0	0	0	1	3	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Desantisbacteria|c__UBA1551|f__UBA1559	0	0	0	0	1	1	0	0	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Desantisbacteria|c__UBA1551|f__UBA1559|s__UBA1559 sp001871015	0	0	0	0	1	1	0	0	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Thermodesulfobiota	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia|o__Thermodesulfobiales	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia|o__Thermodesulfobiales|f__Thermodesulfobiaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia|o__Thermodesulfobiales|f__Thermodesulfobiaceae|g__Thermodesulfobium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia|o__Thermodesulfobiales|f__Thermodesulfobiaceae|g__Thermodesulfobium|s__Thermodesulfobium acidiphilum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Thermodesulfobiota|c__Thermodesulfobiia|o__Thermodesulfobiales|f__Thermodesulfobiaceae|g__Thermodesulfobium|s__Thermodesulfobium narugense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
d__Bacteria|p__UBA2233	0	0	2	1	2	0	3	0	2	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0
d__Bacteria|p__UBA2233|s__UBA2233 sp002347965	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__UBA2233|s__UBA2233 sp011620345	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
d__Bacteria|p__RBG-13-61-14	0	0	0	2	2	2	0	1	2	2	3	1	0	0	1	2	1	1	8	1	3	1	0	0	1	0	5	0
d__Bacteria|p__RBG-13-61-14|f__DRUE01	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	2	0
d__Bacteria|p__RBG-13-61-14|f__DRUE01|g__CAIYYW01	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	2	0
d__Bacteria|p__RBG-13-61-14|f__DRUE01|g__CAIYYW01|s__CAIYYW01 sp903897985	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria|p__RBG-13-61-14|f__DRUE01|g__CAIYYW01|s__CAIYYW01 sp903930515	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
d__Bacteria|p__RBG-13-61-14|s__RBG-13-61-14 sp001797815	0	0	0	1	0	2	0	1	1	2	2	0	0	0	1	0	1	1	8	1	1	0	0	0	1	0	3	0
d__Bacteria|p__JACQOV01	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__JACQOV01|s__JACQOV01 sp016202395	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota	0	0	2	2	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria	0	0	2	2	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales	0	0	2	2	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae|g__Thermosulfidibacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae|g__Thermosulfidibacter|s__Thermosulfidibacter sp015494645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae|g__Thermosulfidibacter|s__Thermosulfidibacter takaii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae|g__JAADEW01	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__Thermosulfidibacteraceae|g__JAADEW01|s__JAADEW01 sp013153205	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__B14-G1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__B14-G1|s__B14-G1 sp003648675	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__B14-G1|g__WFSI01	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__B14-G1|g__WFSI01|s__WFSI01 sp015486015	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermosulfidibacterota|c__Thermosulfidibacteria|o__Thermosulfidibacterales|f__B14-G1|g__WFSI01|s__WFSI01 sp015486105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__JAFGND01	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0
d__Bacteria|p__JAFGND01|s__JAFGND01 sp016927185	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0
d__Bacteria|p__Firmicutes_D	0	1	52	56	25	33	31	4	49	22	22	5	29	18	50	10	62	24	13	1	26	34	3	0	45	20	13	1
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria	0	1	48	43	21	26	24	3	45	19	14	3	17	11	43	7	54	19	7	1	21	28	1	0	45	14	12	1
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__PWVN01	0	0	0	3	3	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__PWVN01|s__PWVN01 sp007136165	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__PWVN01|s__PWVN01 sp003561835	0	0	0	3	3	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022	0	1	35	31	16	20	14	3	23	11	9	2	10	8	23	6	37	12	4	1	15	18	0	0	26	9	11	1
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__JAGXSR01	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__JAGXSR01|s__JAGXSR01 sp018333405	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__B1SED10-173	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__B1SED10-173|s__B1SED10-173 sp003551865	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01	0	0	0	0	0	1	1	0	0	0	0	1	0	0	4	0	1	0	2	1	0	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__JAAYSV01	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__JAAYSV01|s__JAAYSV01 sp012518215	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__B1SED10-75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__B1SED10-75|s__B1SED10-75 sp003550565	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__T1SED10-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|f__PWGO01|g__T1SED10-157|s__T1SED10-157 sp003554535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|s__DTU022 sp001512835	0	0	2	0	0	1	7	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__UBA993	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__UBA993|s__UBA993 sp016874655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Firmicutes_D|c__Dethiobacteria|o__DTU022|g__UBA993|s__UBA993 sp002292015	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
