Species	BAN001.A0101.SG1.1	BAN001.A0102.SG1.4	CDM019.A0101.SG1.1	CDM019.A0102.SG1.4	CDM020.A0101.SG1.1	CDM020.A0102.SG1.4	FUM001.A0101.SG1.1	FUM001.A0102.SG1.4	FUM002.A0101.SG1.1	FUM002.A0102.SG1.5	FUM003.A0101.SG1.1	FUM003.A0102.SG1.4	GDN001.A0101.SG1.1	GDN001.A0102.SG1.3	GOY005.A0101.SG1.2	GOY005.A0103.SG1.4	GOY006.A0101.SG1.2	GOY006.A0102.SG1.5	GUE001.A0101.SG1.1	GUE001.A0102.SG1.4	PES001.B0101.SG1.3	PES001.B0102.SG1.5	SPM002.A0101.SG1.1	SPM002.A0103.SG1.4	VLD001.A0101.SG1.1	VLD001.A0102.SG1.2	ZAF001.A0101.SG1.1	ZAF001.A0103.SG1.4
Capnocytophaga sp000466425	1	0	53	202	1550	6586	9	3	17	19	34	21	0	0	629	285	511	293	0	0	166	93	5	1	2	2	10	7
Capnocytophaga sp002999135	0	1	60	207	417	2072	26	13	140	224	159	163	16	7	7543	3588	1484	935	0	0	422	227	1	0	0	2	8	8
Capnocytophaga sp905372595	0	0	6	41	670	3225	10	3	17	28	31	41	0	0	661	359	265	238	0	0	194	90	4	0	0	2	2	2
Capnocytophaga sputigena	4	13	311	1231	3591	17116	105	27	104	192	158	145	11	4	9734	4570	3849	2586	3	0	1735	964	9	9	13	11	133	54
Cardiobacterium hominis	8	5	323	508	9144	16604	60	16	82	58	65	23	1	10	1984	315	734	175	13	0	355	84	3	1	26	9	57	16
Cardiobacterium valvarum	2	1	2222	3145	27896	52026	520	92	1442	958	572	253	159	66	23829	3204	9207	2091	0	0	5522	1247	10	0	177	116	56	8
Catonella massiliensis	0	1	225	1191	156	996	5	4	33	93	4	8	12	15	126	43	147	82	0	0	147	89	0	0	41	60	10	5
Catonella morbi	0	1	2784	13322	5058	26736	59	33	134	257	12	13	42	46	1188	586	857	481	2	0	357	241	0	0	56	71	18	16
Cellulomonas hominis	4	7	7	13	9	17	137	18	10	8	83451	23290	84	13	23	3	43	7	15	7	87	17	39	5	16	6	31	6
Cellulomonas hominis C	0	1	4	4	5	9	12	0	12	7	2387	893	52	9	13	2	31	6	6	0	52	16	0	0	4	5	6	0
Cellulomonas sp003696205	0	0	6	4	7	9	9	5	19	3	1842	690	100	14	21	2	43	7	1	0	45	11	0	0	7	3	15	2
Cellulomonas sp014763765	1	0	6	4	4	10	21	2	12	2	10830	3679	57	4	24	3	35	4	1	0	55	6	1	1	6	3	4	1
Centipeda infelix	0	0	1565	2468	1008	2183	24	3	23	15	2	1	0	1	108	20	126	36	0	0	134	48	1	0	11	8	9	4
Centipeda massiliensis	0	0	1194	1874	864	1801	5	2	18	13	1	2	1	0	49	7	107	29	7	0	175	37	0	0	3	4	22	3
Centipeda noxia	1	3	2958	5265	3347	7914	95	14	37	30	10	7	15	1	229	35	384	86	0	1	833	247	6	2	82	83	176	27
Centipeda periodontii	0	0	2733	4455	1325	2883	11	8	9	12	2	0	2	1	60	15	73	28	0	0	126	24	2	0	7	5	3	1
Centipeda sp000468035	2	2	2371	4194	5635	12273	56	14	25	23	1	3	6	7	190	30	369	110	2	0	346	94	0	0	24	19	8	2
Centipeda sp001683335	0	0	1285	2042	411	943	20	3	22	6	2	0	0	0	66	8	77	20	0	0	113	36	0	0	6	5	11	1
Centipeda sp001717585	0	0	3991	6562	951	2113	29	2	10	10	1	0	0	0	83	20	102	34	0	0	177	46	0	0	5	7	10	0
Centipeda sp905372865	0	0	741	1215	2218	4320	40	2	16	5	4	3	9	0	86	12	85	21	0	0	105	18	0	0	5	6	7	0
Chlorobium limicola	0	0	1	6	164	453	0	0	0	5	0	1	0	0	106	22	418	87	0	0	1270	302	0	0	0	0	0	0
Chlorobium sp013334435	0	0	0	1	174	560	0	0	2	2	8	1	0	0	108	15	462	125	0	0	1517	403	0	0	0	0	0	0
Chlorobium sp016866305	0	0	0	0	270	807	3	0	1	3	2	5	0	0	159	35	613	178	0	0	2335	629	0	0	0	0	0	0
Cloacibacterium caeni A	1	5	0	1	0	10	42	340	2	4	7	10	16	17	18	5	42	27	4	3	20	10	6	24	921	1031	79	137
Cloacibacterium sp002422665	2	4	0	0	0	13	25	173	0	1	1	8	6	9	8	2	2	8	1	3	16	6	1	5	1246	1335	58	79
Clostridium A leptum	3	4	2	4	1	0	950	151	29	10	905	313	105	1	350	14	151	26	178	10	50	7	277	60	137	49	192	35
Cohnella sp019091135	0	0	1	1	1	1	58	12	14	10	60	27	26	12	6	1	6	2	0	0	10	2	0	1	1	0	1776	858
Comamonas antarcticus	8	6	4	2	9	8	19	3	5	2	63	29	9	2	94	7	57	15	9	0	11957	1757	11	2	8	7	6	4
Comamonas jiangduensis	13	7	1	1	3	11	17	2	3	4	8	7	14	0	110	20	46	13	2	0	17	3	2	2	1742	702	5	1
Comamonas sp002472915	2	3	2	3	10	6	32	3	5	3	29	7	0	1	165	20	90	12	3	0	4148	638	4	1	6	2	3	2
Corynebacterium accolens	25	21	2	3	1	5	3924	760	108	45	1022	332	28	10	605	23	395	40	39	4	100	19	970	117	156	50	557	101
Corynebacterium afermentans	59	48	0	2	3	5	920	53	10	5	152	53	80	12	327	5	81	5	237	18	32	8	207	32	60	24	1250	260
Corynebacterium aurimucosum E	37	15	1	2	0	3	1418	146	30	12	397	118	65	10	1043	27	188	24	87	8	75	10	98	15	81	38	1045	222
Corynebacterium durum	22	29	6	12	405	1009	595	102	1442	732	268	91	25	4	7652	1192	26861	3802	24	3	22546	3482	62	11	46	23	586	203
Corynebacterium genitalium A	16	18	1	0	0	4	100	25	9	5	105	22	56	8	541	19	157	14	34	3	140	20	47	16	43	19	2007	377
Corynebacterium gottingense	15	18	4	2	4	7	666	41	16	5	121	46	56	4	741	16	112	13	101	3	385	54	163	15	97	47	3821	536
Corynebacterium haemomassiliense	23	10	0	2	1	2	814	81	20	9	375	91	27	7	481	12	142	21	195	20	163	20	229	31	80	28	3180	540
Corynebacterium kefirresidentii	24	11	2	1	3	5	4834	744	179	95	3434	1153	138	19	1664	40	1107	108	678	72	305	51	1021	139	262	134	7752	1302
Corynebacterium kroppenstedtii B	12	5	2	1	0	7	1368	165	13	11	245	100	106	25	2420	85	3397	528	246	13	23	4	193	50	219	135	1731	452
Corynebacterium lipophilum	44	25	2	0	3	2	436	24	6	3	68	27	41	5	182	4	52	10	173	11	49	10	137	28	31	23	1304	230
Corynebacterium matruchotii	13	14	4737	8072	29275	71605	849	88	522	487	387	95	19	10	42881	8521	5098	1667	69	13	2290	786	85	24	108	53	1337	298
Corynebacterium singulare	26	22	1	2	2	6	109	5	9	4	26	14	14	1	160	6	57	9	128	15	150	24	165	20	16	17	91115	13646
Corynebacterium sp000478175	14	7	1	0	2	3	3821	694	54	37	523	188	51	6	659	21	385	37	53	1	69	11	806	68	119	45	502	88
Corynebacterium sp001812805	4	2	0	3	2	5	55	9	3	1	28	9	13	2	58	3	21	5	1	1	24	2	18	8	10	13	2412	391
Corynebacterium sp900539985	14	11	0	0	1	5	610	74	11	5	249	68	50	7	509	15	153	14	59	5	48	9	69	11	58	21	616	107
Corynebacterium tuberculostearicum	30	14	3	1	1	2	667	109	24	9	330	105	95	10	760	20	171	20	72	3	107	25	93	16	68	32	1354	239
Corynebacterium tuberculostearicum C	16	4	0	1	0	0	546	81	24	12	257	97	84	9	657	22	150	16	66	3	120	16	124	19	41	34	1132	179
Corynebacterium tuberculostearicum D	34	20	2	2	0	2	768	81	14	14	327	107	62	4	601	18	143	18	155	16	73	13	59	11	58	35	892	135
Cupriavidus basilensis	0	1	11	8	4	1	46	3	3	3	40743	16423	7	13	96	1	41	6	5	0	30	4	1	0	5	0	7	0
Cupriavidus basilensis D	0	1	2	2	1	2	9	2	2	1	2596	1088	1	1	11	1	6	0	3	0	14	4	0	0	6	1	2	1
Cutibacterium avidum	1	6	8	9	20	43	1290	206	83	44	467	163	90	12	572	22	521	58	142	12	197	32	361	51	110	47	1612	213
Cutibacterium granulosum	45	44	10	8	10	24	19914	2501	523	185	6724	1595	838	65	4770	175	3374	419	2124	174	1209	171	2749	326	740	301	2790	435
Cutibacterium modestum	17	11	10	16	18	23	3273	716	69	45	1156	420	122	24	2971	91	1918	265	687	82	193	30	1271	257	531	217	718	147
Cutibacterium namnetense	38	17	9	7	9	26	4004	756	134	73	2791	1018	357	30	5257	208	3043	404	4127	500	635	96	9291	1170	1151	425	2784	517
Cutibacterium porci	4	5	2	8	8	14	736	147	38	20	197	57	58	16	576	24	414	46	159	12	89	24	313	47	107	55	163	34
DUUL01 sp012841575	0	0	98	501	23	142	14	7	166	192	0	0	304	146	119	29	379	107	0	0	376	142	0	0	8586	6392	7	3
Dermacoccus nishinomiyaensis	0	0	1	7	9	6	1872	138	14	4	152	13	92	6	245	7	239	9	244	6	46	6	20	0	28	11	22	3
Desulfobulbus oralis	0	1	104228	141456	62481	101290	335817	52525	235284	142892	30980	13301	80818	22321	152748	17615	292423	59107	2	1	1043133	187125	0	4	79473	54603	124	69
Desulfomicrobium orale	0	1	374318	484626	23773	45909	780	142	5445	3985	249	161	11933	4121	50145	6928	69702	14514	0	0	10816	2833	0	2	154	128	6	0
Desulfovibrio sp000403945	0	0	299	501	191	320	700	133	512	327	70	26	248	56	323	45	721	161	0	0	2598	428	0	0	211	138	2	0
Desulfovibrio sp003860215	0	0	3536	4836	5583	9700	39	8	29	23	4	16	24	18	427	46	174	36	0	0	51	17	0	2	4	8	0	0
Dialister invisus	24	13	3209	10827	619	1969	137	20	17	12	48	23	25	41	88	28	138	49	14	1	872	291	9	4	13	13	58	12
Duganella sp900110275	0	0	2	2	2	5	23	0	1	4	19	8	9	2	9	2	14	3	1366	75	1695	270	0	0	6	2	2	4
Duganella zoogloeoides	0	0	2	0	3	5	8	1	6	3	11	7	0	0	32	3	80	7	21	0	2373	336	1	0	4	2	15	3
Eggerthia catenaformis	0	0	1031	4737	427	2485	34	6	155	177	7	3	33	106	100	45	190	113	0	1	297	156	0	0	30	36	4	2
Eikenella corrodens	0	2	434	748	4486	9797	82	17	107	74	268	146	0	0	12179	1732	9277	2271	2	0	1116	260	1	0	0	1	41	3
Eikenella corrodens B	0	0	262	314	1513	2799	82	8	94	59	221	116	12	7	10214	1317	7335	1600	1	0	875	210	1	0	1	2	13	1
Eikenella exigua	0	0	323	486	1103	2216	133	27	124	78	280	135	33	33	8911	1170	6342	1424	0	0	1056	200	0	0	13	17	3	3
Eikenella halliae	0	0	157	237	1496	2770	36	2	40	50	82	66	9	0	4645	572	3192	747	0	0	470	127	0	0	2	0	31	1
Eikenella longinqua	0	0	964	1427	232	423	16	5	32	34	41	15	9	3	1327	158	914	176	0	0	229	48	0	0	3	0	0	0
Eikenella sp016025525	0	0	58	57	206	459	30	6	31	28	49	19	5	6	1025	133	726	135	0	0	171	47	0	0	2	1	1	1
Enterobacter hormaechei A	3	1	0	0	1	0	74	9	7	5	29	8	18	1	3505	144	22	0	7	1	2086	444	135	56	10	3	156	38
Enterobacter ludwigii	8	4	1	1	0	4	49	3	3	2	4	2	1	1	255	9	8	1	0	0	2887	576	0	2	2	0	2	4
Epilithonimonas hispanica	4	13	0	0	0	4	327	92	2	10	49	32	7	13	76	23	77	29	11	1	6096	4686	159	69	26	32	80	71
Eubacterium B infirmum	1	4	319	1343	99	629	26	40	201	251	28	34	32	56	341	140	427	242	4	0	1254	691	0	0	78	80	18	14
Eubacterium B sulci	1	2	163	710	23	148	22	34	116	194	17	23	6	18	250	80	265	143	0	0	396	246	2	0	42	36	26	19
Eubacterium M brachy	4	18	825	3568	192	1179	96	26	41	99	25	19	27	58	131	68	268	127	1	0	152	89	3	2	32	43	97	46
Eubacterium N saphenum	1	3	4663	20650	976	4758	23	12	8	14	4	2	543	479	60	35	416	218	0	1	216	112	0	3	13	15	8	1
Exiguobacterium chiriqhucha	2	1	0	1	0	0	11	2	2	0	2	2	0	0	4	0	11	1	0	0	4	2	0	0	2562	1599	16	5
Exiguobacterium A undae	0	0	1	0	0	1	2	0	8	3	1	1	0	0	3	0	6	0	0	0	0	0	0	1	2365	1340	1	2
F0058 sp000163695	0	1	29684	100186	23959	96671	1230	671	1349	2193	53	89	180	191	11954	4599	7142	3996	0	0	21341	11288	1	0	511	623	46	39
F0058 sp905372135	0	0	13282	41097	17236	64072	187	99	535	884	29	33	67	122	4888	1602	3612	1971	0	0	3753	1815	0	1	94	84	14	6
F0058 sp905372605	0	0	3501	11057	6718	25846	20	18	105	165	8	12	19	29	832	265	680	359	0	0	443	251	0	0	18	18	13	4
Fictibacillus barbaricus	9187	13479	0	0	0	1	3	2	2	1	4	4	0	0	931	339	23	16	6	0	2	1	4	0	2	2	4	11
Filifactor alocis	1	13	2879	13675	1689	9335	46	42	113	192	16	23	123	150	579	270	1423	995	5	0	510	291	0	1	57	66	27	22
Finegoldia sp910589545	1	1	0	2	0	0	83	34	8	34	8	14	0	2	65	9	1518	635	2	1	3	0	7	1	8	8	4709	3421
Flexilinea sp001717545	0	0	274315	482492	120787	254384	21832	3879	18545	13995	1183	545	561202	189142	11303	1687	199095	41630	0	0	627500	112908	0	3	53154	33859	113	79
Fretibacterium fastidiosum	0	0	39761	45996	15432	24537	1419	255	369	237	31	4	1071	462	2812	380	6320	1532	2	1	10428	2641	0	0	172	112	20	9
Fusobacterium animalis	0	3	186	1790	118	1034	31	31	10	44	11	31	6	15	1068	923	372	431	2	2	73	114	17	2	5	13	37	54
Fusobacterium canifelinum	0	1	200	1757	267	2298	36	54	46	127	45	113	16	28	4588	3809	2038	2332	0	0	342	439	0	2	7	12	18	18
Fusobacterium hwasookii	0	0	113	1072	619	5348	66	54	117	288	221	387	4	2	16136	12440	3609	4010	4	1	663	837	0	0	2	14	24	13
Fusobacterium nucleatum	2	5	470	4121	471	4455	124	102	17	64	39	45	22	78	1894	1583	999	1176	0	0	231	323	0	2	3	20	8	15
Fusobacterium nucleatum D	0	1	138	1325	336	2949	35	37	33	77	43	52	5	2	3039	2514	1053	1296	0	0	208	241	0	3	7	18	26	23
Fusobacterium nucleatum E	0	0	47	455	72	584	18	16	14	38	14	25	1	11	1133	839	358	433	0	0	63	104	1	0	1	5	3	9
Fusobacterium nucleatum J	0	4	65	707	75	652	26	23	6	26	8	24	0	7	831	672	297	344	0	0	79	83	3	0	0	10	25	29
Fusobacterium periodonticum	0	2	47	354	52	533	24	13	19	50	22	49	0	0	3365	2606	759	811	0	0	83	118	0	0	2	4	16	19
Fusobacterium periodonticum B	0	4	16	153	25	253	28	8	4	27	9	21	0	0	1001	789	268	262	0	0	29	35	0	3	4	1	29	34
Fusobacterium periodonticum D	0	5	15	181	30	279	11	8	13	33	4	19	0	3	849	722	243	235	0	0	28	43	0	1	1	7	70	49
Fusobacterium polymorphum	0	2	246	2077	448	3836	50	30	59	111	34	66	113	171	2565	2081	965	1118	0	0	179	228	0	4	7	21	88	67
Fusobacterium pseudoperiodonticum	0	0	20	153	37	238	3	10	3	26	6	23	0	3	964	674	261	238	0	0	38	30	1	5	0	2	49	51
Fusobacterium sp000235465	0	1	53	469	53	412	8	21	19	53	14	37	3	6	1975	1575	523	546	0	0	52	90	0	0	2	8	14	15
Fusobacterium vincentii	1	4	120	925	93	961	33	54	19	52	44	36	0	10	1124	941	447	520	6	1	83	107	7	13	5	7	29	32
GN02-872 sp003260325	2	2	4	64	1673	14641	0	0	18	61	0	0	2	0	188	110	28	29	0	0	8	3	0	0	0	1	0	2
GN02-873 sp003260345	0	0	2	22	535	2370	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Gemella cuniculi	0	0	15	102	14	122	20	7	79	181	9	2	31	42	240	155	636	479	0	0	496	325	0	0	0	8	4	0
Gemella morbillorum	0	24	136	1036	2764	22988	997	400	1764	4367	51	84	14	38	11872	7661	28509	20088	0	0	12276	8661	0	4	47	63	140	114
Gemella sanguinis	11	42	0	18	30	276	123	66	26	74	29	26	0	3	227	159	646	401	5	1	332	209	7	7	7	20	646	495
Gemmobacter sp003509785	0	1	0	1	0	2	3	0	1	0	3	0	0	0	4	0	3	1	0	0	4	0	0	0	2268	808	6	0
Granulicatella adiacens	2	4	25	150	497	2793	49	26	98	186	34	33	0	12	998	450	331	187	15	1	763	449	12	7	19	28	159	71
Granulicatella sp905371865	0	1	21	73	300	1488	8	5	96	140	8	14	5	4	478	260	154	97	3	0	408	220	2	3	1	1	30	7
H1 sp001653155	0	0	2154	6029	2927	10587	171	66	1040	1437	13	15	632	422	6931	2217	2219	1112	4	0	7123	3225	0	0	315	315	1	4
HOT-345 sp003260355	0	0	265	1133	1238	6169	114	44	117	245	36	30	0	0	295	134	373	236	0	0	138	100	0	0	4	17	2	0
HOT-345 sp013333605	0	6	21	104	804	4670	4	4	23	35	50	67	0	0	783	433	368	275	3	0	50	33	1	0	3	2	1	0
Hornefia minuta	0	0	88564	252728	22856	82341	1440	517	5872	6807	271	202	70474	42409	10920	3482	37987	15462	0	0	170564	59930	0	3	23720	24626	8	13
Hornefia nodata	1	2	867	4649	359	2498	72	22	171	280	5	22	578	703	222	98	697	347	1	0	1139	721	0	0	86	107	50	13
Ideonella sp018780145	0	0	3	3	2	9	7	5	8	4	11026	3984	7	5	52	8	40	4	11	1	21	3	0	0	10	2	36	2
Inhella sp017302655	0	0	0	1	1	2	18	0	8	3	2195	929	3	0	93	4	44	7	2	1	18	6	5	0	7	5	1	0
JABCPE02 sp013333255	1	5	36	191	705	3596	478	276	504	926	7526	6096	7	6	19363	7032	2428	1302	0	0	9324	4354	2	5	7	14	33	29
JABCPE02 sp013333875	0	3	35	159	754	4350	745	392	775	1266	10014	8667	40	25	27136	10229	3499	1860	1	0	12786	6175	0	2	7	17	22	14
JACDBD01 sp013695115	0	1	4	11	0	5	426	73	13	6	36	10	107	7	62	5	2177	228	371	19	218	53	4	1	9	2	115	14
JACPAU01 sp016180705	3	0	55	66	21	32	496	104	40	11	647	241	289	9	3	0	6	0	84	6	1120	233	0	0	3	1	29	4
JACPRY01 sp016193565	0	1	6	14	5	1	706	263	23	10	2586	938	68	6	3	0	14	0	50	3	24	6	0	0	6	0	0	0
Janibacter hoylei	7	1	1	8	5	7	192	8	36	15	125	20	49	2	4384	51	420	28	40	5	54	6	49	2	18	3	51	7
Janthinobacterium psychrotolerans	5	5	3	0	5	7	103	11	3	1	10	8	15	0	37	5	30	5	9	0	13829	1788	0	0	23	10	14	3
Janthinobacterium sp002250505	1	0	1	4	2	5	105	6	1	1	8	4	22	4	17	3	19	3	8	0	7914	994	0	1	9	3	1	2
Janthinobacterium sp002878455	5	3	8	10	2	0	30	6	0	2	87	71	5	0	20	1	15	1	9	0	26290	2858	0	0	37	15	1	1
Janthinobacterium sp009923995	206	35	1	4	3	4	2249	24	26	0	137	6	362	6	170	11	36	1	181	8	621	62	126	4	38	10	141	3
Janthinobacterium sp014200725	1	1	0	2	3	4	2445	381	2	0	13	10	1	0	13	1	3	2	2	0	345	61	0	0	2	1	3	0
Johnsonella ignava	0	0	6500	45137	7882	52009	20990	6984	1755	2810	206	156	1252	1441	40713	13887	70181	35107	0	0	104988	53150	0	1	378	560	89	189
Johnsonella sp900766185	0	3	2258	13915	14234	91145	541	218	1583	3170	104	94	48	80	5805	2282	10909	5187	3	0	11690	6271	0	6	61	104	111	70
Johnsonella sp905373785	0	1	843	4745	5730	35033	414	162	812	1405	48	58	0	23	3500	1242	9177	4312	0	1	5193	2785	0	0	31	51	9	9
Kaistella haifensis	9	12	0	0	1	1	116	51	3	2	31	21	8	5	173	24	8153	2295	17	4	35	20	38	14	5	5	38	29
Kingella A denitrificans	2	1	22	46	601	1272	71	15	135	124	50	23	0	0	6628	1186	893	252	0	0	518	109	1	0	17	1	20	9
Klebsiella grimontii	3	0	1	0	0	1	91	14	5	2	23	9	7	9	10037	433	65	8	6	0	15986	3342	47	4	37	11	34	12
Klebsiella michiganensis	15	0	0	1	0	1	213	5	6	3	59	13	107	6	269	15	13	1	86	6	1847	323	53	4	11	5	82	15
Kocuria palustris	69	31	4	2	3	11	6428	357	70	19	3895	962	110	14	979	32	4188	492	100	2	201	32	347	37	141	76	1368	241
Kocuria rhizophila	4	0	4	6	4	7	2616	153	50	10	274	59	63	14	1142	29	796	49	92	11	39	11	70	9	29	15	308	52
Kocuria rosea	161	67	1	1	4	5	49	12	32	5	189	48	29	15	51	1	1853	234	20	1	42	6	37	9	47	29	294	67
Lachnoanaerobaculum gingivalis	1	2	74	398	248	1466	7	11	125	299	19	15	13	35	370	145	265	166	0	0	362	292	2	0	6	4	4	4
Lachnoanaerobaculum saburreum	0	8	170	1100	435	2745	73	42	56	144	12	14	66	70	402	192	430	242	0	0	524	252	0	0	7	12	162	88
Lachnoanaerobaculum sp000209465	0	1	386	2358	5737	32497	38	26	565	1251	23	42	45	48	3006	1550	1081	721	0	0	1100	689	0	1	18	27	15	7
Lachnoanaerobaculum sp000287675	0	5	67	460	116	859	10	15	37	92	12	11	60	59	191	115	193	121	0	0	161	112	0	6	3	6	28	10
Lacticaseibacillus paracasei	2248	2078	0	1	1	1	30	2	2	3	19	4	3	0	93	21	116	37	0	1	3	3	159	23	5	6	13	5
Lactococcus cremoris	5	23	0	1	1	1	581	188	5	2	26	15	23	6	2732	360	321	93	24	9	36	5	100	33	40	79	74	34
Lampropedia sp003703475	0	0	17	21	300	531	15	1	49	20	135	46	7	6	1330	111	619	90	1	0	202	37	0	0	6	2	3	0
Lautropia dentalis	35	20	49	53	1104	1577	112	14	121	73	286	92	15	1	11342	1290	1799	333	7	0	3067	650	4	2	16	6	286	47
Lautropia mirabilis	16	12	2825	2952	72037	97433	721	117	3475	2217	1513	736	38	2	310152	33805	53237	10539	55	1	111384	21318	74	22	104	59	245	36
Lawsonella clevelandensis A	39	32	3	0	2	4	37501	13043	501	405	9901	4384	567	111	17365	493	4202	608	5642	1103	792	212	12560	2048	2189	1194	3960	1157
Lawsonella sp018376445	5	3	4	2	1	7	472	34	14	5	148	50	45	2	69	5	99	16	4	0	39	3	8	2	56	18	5941	874
Leclercia adecarboxylata	4	0	0	0	0	0	81	3	3	1	3	1	2	0	2328	148	10	0	2	0	43	10	3	3	11	3	71	33
Lelliottia amnigena	14632	8490	1	0	1	3	0	5	1	0	9	0	0	2	20	3	23	5	0	0	19	6	17	0	0	2	4	0
Lelliottia nimipressuralis	12	2	1	1	2	3	7	1	1	0	0	1	0	0	22	1	4	0	0	0	10420	2324	0	0	0	2	9	1
Leptotrichia buccalis	0	3	1631	9425	1250	7908	7	15	9	24	2	3	19	8	807	525	318	260	0	0	408	332	0	0	14	11	22	34
Leptotrichia hofstadii	0	1	129	621	281	1613	1	1	5	13	1	0	0	0	801	585	116	103	0	0	91	84	6	0	2	2	23	14
Leptotrichia massiliensis	0	1	136	829	978	6317	20	11	61	95	11	5	0	0	2347	1676	266	239	0	1	187	162	3	0	6	11	39	30
Leptotrichia sp013394795	0	1	214	1197	152	1068	11	4	5	13	0	2	0	2	475	290	69	72	0	0	105	73	0	2	0	5	9	10
Leptotrichia trevisanii	0	0	250	1410	221	1391	52	12	6	4	1	2	10	3	538	342	116	99	0	1	79	62	0	0	1	6	19	12
Leptotrichia A sp000469505	0	3	25	172	524	3961	8	17	82	173	16	11	0	7	4366	2799	856	701	0	0	481	390	0	6	11	13	109	70
Leptotrichia A sp001274535	2	6	62	551	6041	39745	49	31	240	578	50	86	32	66	29862	18465	4702	3578	1	0	2843	2536	0	4	15	13	79	36
Leptotrichia A sp905371725	0	2	28	186	2347	15108	45	18	82	200	19	17	0	1	7315	4544	1428	1183	0	0	702	663	0	1	9	9	44	25
Leuconostoc pseudomesenteroides	3486	3448	0	1	0	1	0	0	2	4	2	1	0	0	11	2	33	6	0	0	7	1	2	5	1	2	15	7
Ligilactobacillus acidipiscis	4590	3513	0	2	0	1	0	1	1	1	1	1	0	0	6	0	2	0	0	0	6	0	4	3	2	1	0	0
Limnohabitans sp009923505	1	0	1	2	11	20	0	1	2	8	2043	863	0	0	117	12	75	22	10	0	15	2	0	0	7	2	25	3
Lysobacter B sp002798295	0	0	58	99	64	132	45	7	73	42	231	133	9	3	2124	198	1087	197	0	0	201	52	0	0	1	2	0	0
Malikia spinosa	0	0	1	7	9	12	8	7	7	3	32	17	0	2	126	12	65	7	1	0	29	3	3	0	2005	791	3	1
Meiothermus sp015478585	243	292	1	0	0	2	236	58	8	6	26	7	42	16	7	1	3	1	1	3	200	348	278	275	18	31	321	391
Mesocricetibacter sp905373425	5	5	54	116	2376	9794	1223	329	1748	2484	4088	3536	0	0	86890	28415	20601	9426	0	0	5921	2685	0	0	9	13	15	14
Methanobrevibacter olleyae	0	0	9	64	4	38	4	6	149	396	1	1	732	882	467	309	139	138	0	0	1736	1539	0	0	26	49	7	2
Methanobrevibacter A gottschalkii	1	15	71	720	22	288	53	54	35	136	5	11	4185	4478	123	54	527	400	0	0	1254	915	0	0	111	274	1	2
Methanobrevibacter A millerae	0	1	6	68	2	29	11	8	14	23	0	0	929	1562	25	15	141	104	0	0	324	247	0	0	40	57	4	0
Methanobrevibacter A millerae A	0	0	25	170	7	64	12	12	11	26	0	4	14305	11331	199	57	236	132	0	0	408	250	0	0	46	50	2	2
Methanobrevibacter A oralis	0	0	250	3042	276	2982	2496	1507	1529	3407	226	183	41555	42553	1660	1026	21029	15610	0	0	34356	23116	0	0	3885	7215	19	45
Methanobrevibacter A smithii	1	0	7	29	5	35	4	1	2	14	7	1	1081	1160	41	16	102	63	0	0	165	111	0	0	16	38	1	4
Methanobrevibacter A smithii A	0	0	15	63	4	24	0	13	9	19	6	3	1644	2782	72	29	106	84	0	0	168	124	0	0	26	36	4	2
Methanobrevibacter A sp017434555	0	0	10	146	11	54	4	9	2	25	2	1	3011	2548	46	22	78	111	0	0	148	123	0	0	9	58	0	0
Methanobrevibacter A sp017468685	0	0	41	308	19	107	3	5	2	2	0	0	2103	2758	44	25	74	58	0	0	101	49	0	0	7	26	0	0
Methanobrevibacter A sp900317865	0	0	8	68	5	36	7	5	6	24	0	0	988	1338	39	13	81	57	0	0	116	80	0	0	8	25	0	0
Methanobrevibacter A sp900319535	0	1	16	148	4	40	12	16	21	26	3	3	884	1383	41	23	219	185	0	0	293	207	0	0	35	67	0	0
Methanobrevibacter A sp900766745	0	0	2	38	2	15	16	7	7	13	0	0	1788	1750	59	37	79	60	0	0	178	103	0	0	9	28	0	0
Methanobrevibacter A sp902764455	0	1	26	138	12	61	38	6	8	21	0	1	2085	2399	71	27	142	92	2	0	253	163	0	0	58	78	0	0
Methanobrevibacter A sp902783085	0	0	4	120	6	62	32	14	10	32	1	1	1078	1399	52	26	130	104	0	0	252	192	0	0	32	65	2	1
Methanobrevibacter A sp902785855	0	0	27	255	18	89	46	12	13	28	1	1	1110	1280	45	34	187	117	0	0	320	240	0	0	37	63	0	1
Methanobrevibacter A woesei	0	0	4	34	4	26	23	6	14	20	0	1	5370	4109	186	73	202	137	0	0	449	238	0	0	21	58	0	1
Methanobrevibacter B sp905235195	0	0	1	13	0	7	19	1	9	7	0	2	1166	1608	44	23	55	37	0	0	66	50	0	0	5	22	0	0
Methanobrevibacter C cuticularis	0	0	0	9	0	5	10	4	5	5	0	0	1148	1180	63	28	43	46	0	1	145	113	0	0	14	30	0	1
Methanobrevibacter C sp009777005	0	0	2	6	0	3	0	6	3	8	1	0	1439	1238	60	24	33	31	0	0	195	107	0	0	23	49	0	0
Methylobacterium organophilum	72	96	3	1	2	6	1007	145	28	27	76	34	222	94	15	1	5	1	492	73	32	10	543	182	59	89	442	231
Methylomirabilis sp016207095	0	0	1	1	0	1	1110	262	10	0	79	31	27	1	2	0	205	20	1966	92	118	9	0	1	0	1	66	9
